New track in update: 'HARM1'
New track in update: 'HARM2'
New track in update: 'HARM3'
New track in update: 'mechanicallove_rbn'
Differences found in track 'PART BASS':
Time: 17160, removed: EXPERT Blue
Time: 20880, added: TOM GEMS PAD 3
Time: 21120, added: EXPERT Yellow
Time: 21240, added: EXPERT Yellow
Time: 36480, added: EXPERT Yellow
Time: 36600, added: EXPERT Yellow
Time: 50640, added: TOM GEMS PAD 2
Time: 50880, removed: EXPERT Blue, added: TOM GEMS PAD 3
Time: 51000, removed: EXPERT Blue, added: TOM GEMS PAD 2, TOM GEMS PAD 3, EXPERT Yellow
Time: 51120, added: TOM GEMS PAD 3
Time: 51480, added: TOM GEMS PAD 3
Time: 51840, added: EXPERT Blue
Time: 51960, added: EXPERT Blue
Time: 53040, added: EXPERT Blue
Time: 53160, added: EXPERT Blue
Time: 54960, added: EXPERT Blue
Time: 55080, added: EXPERT Blue
Time: 56880, added: EXPERT Blue
Time: 57000, added: EXPERT Blue
Time: 58800, added: EXPERT Blue
Time: 58920, added: EXPERT Blue
Time: 60720, added: EXPERT Blue
Time: 60840, added: EXPERT Blue
Time: 62160, added: EXPERT Blue
Time: 62280, added: EXPERT Blue
Time: 62640, added: EXPERT Blue
Time: 62760, added: EXPERT Blue
Time: 64560, added: EXPERT Blue
Time: 64680, added: EXPERT Blue
Time: 65280, added: TOM GEMS PAD 2, EXPERT Yellow
Time: 65400, added: TOM GEMS PAD 2, EXPERT Yellow
Time: 66720, removed: MEDIUM Yellow, HARD Yellow, EASY Yellow, EXPERT Yellow, added: HARD Red, EXPERT Red, TOM GEMS PAD 2, EASY Red, MEDIUM Red
Time: 66840, removed: MEDIUM Yellow, HARD Yellow, EASY Yellow, added: HARD Red, EASY Red, EXPERT Red, MEDIUM Red
Time: 66960, added: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 67200, added: TOM GEMS PAD 3
Time: 74880, removed: EXPERT Blue, added: EXPERT Green, EXPERT Yellow
Time: 75000, removed: EXPERT Blue, added: EXPERT Green, EXPERT Yellow
Time: 80640, removed: EXPERT Green, added: EXPERT Blue
Time: 80760, removed: EXPERT Green, added: EXPERT Blue
Time: 81600, added: TOM GEMS PAD 2
Time: 81720, added: TOM GEMS PAD 2
Time: 82080, added: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 82200, added: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 82320, added: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 82440, added: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 82560, added: EXPERT Yellow
Time: 82680, added: EXPERT Yellow
Time: 90240, removed: EXPERT Blue, added: EXPERT Green, EXPERT Yellow
Time: 90360, removed: EXPERT Blue, added: EXPERT Green, EXPERT Yellow
Time: 96960, removed: EXPERT Green, added: EXPERT Blue
Time: 97080, removed: EXPERT Green, added: EXPERT Blue
Time: 100800, added: TOM GEMS PAD 2
Time: 100920, added: TOM GEMS PAD 2
Time: 101040, removed: EXPERT Green, added: EXPERT Blue
Time: 101160, removed: EXPERT Green, added: EXPERT Blue
Time: 104880, removed: EXPERT Green, added: EXPERT Blue
Time: 105000, removed: EXPERT Green, added: EXPERT Blue
Time: 108960, removed: HARD Yellow, EXPERT Yellow
Time: 109080, removed: HARD Yellow, EXPERT Yellow
Time: 112560, added: TOM GEMS PAD 2
Time: 112800, added: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 113040, added: TOM GEMS PAD 3
Time: 113280, added: EXPERT Yellow
Time: 113400, added: EXPERT Yellow
Time: 128640, added: EXPERT Yellow
Time: 128760, added: EXPERT Yellow
Time: 142560, removed: EXPERT Green, added: EXPERT Blue
Time: 142680, removed: EXPERT Green, added: EXPERT Blue
Time: 143040, added: TOM GEMS PAD 2
Time: 143160, added: TOM GEMS PAD 2
Time: 144000, added: EXPERT Blue
Time: 144120, added: EXPERT Blue
Time: 145200, added: EXPERT Blue
Time: 145320, added: EXPERT Blue
Time: 147120, added: EXPERT Blue
Time: 147240, added: EXPERT Blue
Time: 149040, added: EXPERT Blue
Time: 149160, added: EXPERT Blue
Time: 150960, added: EXPERT Blue
Time: 151080, added: EXPERT Blue
Time: 152880, added: EXPERT Blue
Time: 153000, added: EXPERT Blue
Time: 154320, added: EXPERT Blue
Time: 154440, added: EXPERT Blue
Time: 154800, added: EXPERT Blue
Time: 154920, added: EXPERT Blue
Time: 156720, added: EXPERT Blue
Time: 156840, added: EXPERT Blue
Time: 157680, added: TOM GEMS PAD 2
Time: 158040, added: TOM GEMS PAD 2
Time: 158160, added: TOM GEMS PAD 3
Time: 158640, removed: HARD Green, EXPERT Green, added: HARD Blue, TOM GEMS PAD 4
Time: 158760, removed: HARD Green, EXPERT Green, added: HARD Blue, EXPERT Blue
Time: 158880, added: EXPERT Blue
Time: 159000, added: TOM GEMS PAD 4, TOM GEMS PAD 3
Time: 159120, added: TOM GEMS PAD 4
Time: 159240, added: TOM GEMS PAD 4
Time: 167040, removed: EXPERT Blue, added: EXPERT Green, EXPERT Yellow
Time: 167160, removed: EXPERT Blue, added: EXPERT Green, EXPERT Yellow
Time: 174720, removed: EXPERT Blue, added: EXPERT Green, EXPERT Yellow
Time: 174840, removed: EXPERT Blue, added: EXPERT Green, EXPERT Yellow
Time: 182400, removed: EXPERT Blue, added: EXPERT Green, EXPERT Yellow
Time: 182520, removed: EXPERT Blue, added: EXPERT Green, EXPERT Yellow
Time: 186480, added: TOM GEMS PAD 2
Time: 186600, added: TOM GEMS PAD 2
Time: 186720, added: TOM GEMS PAD 2
Time: 186840, added: TOM GEMS PAD 2
Time: 187200, removed: EXPERT Yellow, added: TOM GEMS PAD 2, EXPERT Blue, TOM GEMS PAD 3
Time: 187320, removed: EXPERT Yellow, added: TOM GEMS PAD 2, EXPERT Blue, TOM GEMS PAD 3
Time: 187440, removed: EXPERT Yellow, added: TOM GEMS PAD 2, EXPERT Blue, TOM GEMS PAD 3
Time: 187560, removed: EXPERT Yellow, added: TOM GEMS PAD 2, EXPERT Blue, TOM GEMS PAD 3
Time: 187920, removed: EXPERT Blue, added: TOM GEMS PAD 4, EXPERT Green, TOM GEMS PAD 3
Time: 188040, removed: EXPERT Blue, added: TOM GEMS PAD 4, TOM GEMS PAD 3, EXPERT Green
Time: 188160, removed: EXPERT Blue, added: TOM GEMS PAD 4, TOM GEMS PAD 3, EXPERT Green
Time: 188280, removed: EXPERT Blue, added: TOM GEMS PAD 4, TOM GEMS PAD 3, EXPERT Green
Time: 188640, removed: EXPERT Blue, added: TOM GEMS PAD 4, EXPERT Green, TOM GEMS PAD 3
Time: 188760, removed: EXPERT Blue, added: TOM GEMS PAD 4, TOM GEMS PAD 3, EXPERT Green
Time: 188880, removed: EXPERT Blue, added: TOM GEMS PAD 4, TOM GEMS PAD 3, EXPERT Green
Time: 189000, removed: EXPERT Blue, added: TOM GEMS PAD 4, TOM GEMS PAD 3, EXPERT Green
Time: 189120, removed: EXPERT Green, added: EXPERT Blue
Time: 189240, removed: EXPERT Green, added: EXPERT Blue
Time: 189360, added: TOM GEMS PAD 4, TOM GEMS PAD 3
Time: 189720, added: TOM GEMS PAD 4, TOM GEMS PAD 3
Time: 189840, added: TOM GEMS PAD 4, TOM GEMS PAD 3
Time: 190080, removed: EXPERT Blue, added: TOM GEMS PAD 4, TOM GEMS PAD 3
Time: 190200, removed: EXPERT Blue, added: EXPERT Green
Time: 201600, added: EXPERT Kick
Time: 203760, added: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 205320, added: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 205680, added: EXPERT Blue
Time: 205800, added: EXPERT Blue
Time: 206160, added: EXPERT Blue
Time: 206280, added: EXPERT Blue
Time: 206640, added: EXPERT Blue
Time: 206760, added: EXPERT Blue
Time: 206880, added: EXPERT Blue
Time: 207120, added: EXPERT Blue
Time: 207240, added: EXPERT Blue
Time: 207600, added: EXPERT Blue
Time: 207720, added: EXPERT Blue
Time: 207840, added: EXPERT Blue
Time: 208080, added: EXPERT Blue
Time: 208200, added: EXPERT Blue
Time: 208560, added: EXPERT Blue
Time: 208680, added: EXPERT Blue
Time: 208800, added: EXPERT Blue
Time: 209040, added: EXPERT Blue
Time: 209160, added: EXPERT Blue
Time: 209520, added: EXPERT Blue
Time: 209640, added: EXPERT Blue
Time: 210000, added: EXPERT Blue
Time: 210120, added: EXPERT Blue
Time: 210480, added: EXPERT Blue
Time: 210600, added: EXPERT Blue
Time: 210720, added: EXPERT Blue
Time: 210960, added: EXPERT Blue
Time: 211080, added: EXPERT Blue
Time: 211440, added: EXPERT Blue
Time: 211560, added: EXPERT Blue
Time: 211680, added: EXPERT Blue
Time: 211920, added: EXPERT Blue
Time: 212040, added: EXPERT Blue
Time: 212400, added: EXPERT Blue
Time: 212520, added: EXPERT Blue
Time: 212640, added: EXPERT Blue
Time: 212880, added: EXPERT Blue
Time: 213000, added: EXPERT Blue
Time: 213360, added: EXPERT Blue
Time: 213480, added: EXPERT Blue
Time: 213720, added: EXPERT Blue
Time: 213840, added: EXPERT Blue
Time: 214200, added: EXPERT Blue
Time: 214320, added: EXPERT Blue
Time: 214440, added: EXPERT Blue
Time: 214800, added: EXPERT Blue
Time: 214920, added: EXPERT Blue
Time: 215280, added: EXPERT Blue
Time: 215400, added: EXPERT Blue
Time: 215520, added: EXPERT Blue
Time: 215760, added: EXPERT Blue
Time: 215880, added: EXPERT Blue
Time: 216240, added: EXPERT Blue
Time: 216360, added: EXPERT Blue
Time: 216480, added: EXPERT Blue
Time: 216720, added: EXPERT Blue
Time: 216840, added: EXPERT Blue
Time: 219120, added: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 220560, removed: HARD Blue, EXPERT Blue, HARD Yellow, EXPERT Yellow
Time: 220680, removed: HARD Blue, EXPERT Blue, HARD Yellow, EXPERT Yellow, added: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 220800, removed: EASY Red, added: MEDIUM Yellow, TOM GEMS PAD 2, EASY Yellow
Time: 220920, removed: EASY Red, added: MEDIUM Yellow, EASY Yellow
Time: 221400, added: TOM GEMS PAD 2
Time: 221520, removed: EASY Blue, added: EASY Green, TOM GEMS PAD 3
Time: 221640, removed: EASY Blue, added: EASY Green, TOM GEMS PAD 3
Time: 221760, added: TOM GEMS PAD 3
Time: 222120, added: TOM GEMS PAD 3
Time: 222240, added: TOM GEMS PAD 3
Time: 222360, added: TOM GEMS PAD 3
Time: 222480, removed: EXPERT Blue, added: TOM GEMS PAD 4, TOM GEMS PAD 3, EXPERT Green
Time: 222600, removed: EXPERT Blue, added: EXPERT Green
Time: 222720, removed: EXPERT Blue, added: EXPERT Green
Time: 222840, removed: EXPERT Blue, added: TOM GEMS PAD 4, TOM GEMS PAD 3, EXPERT Green
Time: 222960, added: TOM GEMS PAD 4, EXPERT Blue, TOM GEMS PAD 3
Time: 223080, added: TOM GEMS PAD 4, EXPERT Blue, TOM GEMS PAD 3
Time: 223200, added: TOM GEMS PAD 4, EXPERT Blue, TOM GEMS PAD 3
Time: 223320, added: TOM GEMS PAD 4, EXPERT Blue, TOM GEMS PAD 3
Time: 223440, added: TOM GEMS PAD 4, EXPERT Blue, TOM GEMS PAD 3
Time: 223560, added: TOM GEMS PAD 4, EXPERT Blue, TOM GEMS PAD 3
Time: 223680, added: TOM GEMS PAD 4, EXPERT Blue, TOM GEMS PAD 3
Time: 223800, added: TOM GEMS PAD 4, EXPERT Blue, TOM GEMS PAD 3
Time: 223920, added: TOM GEMS PAD 4, EXPERT Blue, TOM GEMS PAD 3
Time: 224040, added: TOM GEMS PAD 4, EXPERT Blue, TOM GEMS PAD 3
Time: 224160, added: MEDIUM Green, HARD Green, EASY Green, EXPERT Green
Time: 224280, added: MEDIUM Green, HARD Green, EASY Green, EXPERT Green
Time: 224400, added: HARD Green, MEDIUM Green, EXPERT Green
Time: 224520, added: HARD Green, MEDIUM Green, EXPERT Green
Time: 232320, added: EXPERT Yellow
Time: 232440, added: EXPERT Yellow
Time: 234960, added: TOM GEMS PAD 2
Time: 235080, added: TOM GEMS PAD 2
Time: 235680, added: TOM GEMS PAD 3
Time: 235800, added: TOM GEMS PAD 3
Time: 235920, added: TOM GEMS PAD 3
Time: 236040, added: TOM GEMS PAD 3
Time: 237600, removed: EXPERT Green, added: EXPERT Blue
Time: 237720, removed: EXPERT Green, added: EXPERT Blue
Time: 237840, added: TOM GEMS PAD 2
Time: 237960, added: TOM GEMS PAD 2
Time: 238080, removed: HARD Green, MEDIUM Green, EXPERT Green
Time: 238200, removed: HARD Green, MEDIUM Green, EXPERT Green
Time: 238560, added: TOM GEMS PAD 3
Time: 238680, added: TOM GEMS PAD 3
Time: 239280, added: TOM GEMS PAD 3
Time: 239400, added: TOM GEMS PAD 3
Time: 239760, added: TOM GEMS PAD 4
Time: 240000, removed: HARD Blue, EXPERT Blue, MEDIUM Blue, added: TOM GEMS PAD 4, HARD Green, MEDIUM Green
Time: 240120, removed: HARD Blue, EXPERT Blue, MEDIUM Blue, added: HARD Green, MEDIUM Green, EXPERT Green
Time: 245040, added: TOM GEMS PAD 2
Time: 245160, added: TOM GEMS PAD 2
Time: 245520, added: TOM GEMS PAD 2
Time: 245760, added: TOM GEMS PAD 2
Time: 246240, added: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 246480, added: EXPERT Yellow
Time: 246600, removed: EXPERT Blue, added: TOM GEMS PAD 2, TOM GEMS PAD 3, EXPERT Yellow
Time: 246960, added: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 247320, added: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 247440, added: TOM GEMS PAD 4, TOM GEMS PAD 3
Time: 247560, added: TOM GEMS PAD 4, TOM GEMS PAD 3
Time: 251760, added: TOM GEMS PAD 2
Time: 252000, removed: MEDIUM Yellow, HARD Yellow, added: HARD Red, TOM GEMS PAD 2, MEDIUM Red
Time: 252120, removed: MEDIUM Yellow, HARD Yellow, added: HARD Red, MEDIUM Red
Time: 252480, added: TOM GEMS PAD 3
Time: 252720, removed: HARD Blue, MEDIUM Blue, added: HARD Red, MEDIUM Red, TOM GEMS PAD 3
Time: 252840, removed: HARD Blue, MEDIUM Blue, added: HARD Red, MEDIUM Red
Time: 253200, added: TOM GEMS PAD 4, TOM GEMS PAD 3
Time: 253440, added: EXPERT Green
Time: 253560, removed: EXPERT Blue, added: EXPERT Green
Time: 253680, removed: EXPERT Blue, added: TOM GEMS PAD 4, TOM GEMS PAD 3
Time: 253920, removed: HARD Yellow, EXPERT Yellow, added: HARD Blue, TOM GEMS PAD 2, EXPERT Blue, TOM GEMS PAD 3
Time: 254040, removed: HARD Yellow, added: HARD Blue, EXPERT Blue
Time: 254160, removed: MEDIUM Yellow, HARD Yellow, added: HARD Red, MEDIUM Red
Time: 254280, removed: MEDIUM Yellow, HARD Yellow, added: HARD Red, MEDIUM Red
Time: 254520, removed: EXPERT Yellow
Time: 254640, removed: HARD Blue, added: HARD Red
Time: 254760, removed: HARD Blue, added: HARD Red
Time: 254880, removed: HARD Green, EXPERT Green, added: HARD Blue, EXPERT Yellow
Time: 255000, removed: HARD Green, EXPERT Green, added: HARD Blue, EXPERT Yellow
Time: 255120, removed: HARD Green, EXPERT Green, added: HARD Blue, EXPERT Blue, EXPERT Yellow
Time: 255240, removed: HARD Green, EXPERT Green, added: HARD Blue, EXPERT Blue
Time: 255360, removed: HARD Blue, EASY Blue, MEDIUM Blue, added: EASY Green, MEDIUM Green, TOM GEMS PAD 2, HARD Green, TOM GEMS PAD 3
Time: 255480, removed: HARD Blue, EASY Blue, EXPERT Blue, MEDIUM Blue, added: HARD Green, EASY Green, MEDIUM Green, EXPERT Green
Time: 262800, added: TOM GEMS PAD 2
Time: 263040, removed: HARD Blue, EASY Blue, EXPERT Blue, MEDIUM Blue, added: EXPERT Kick, EASY Green, MEDIUM Green, TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 263160, removed: HARD Blue, EASY Blue, EXPERT Blue, MEDIUM Blue, added: MEDIUM Green, EXPERT Kick, EASY Green, TOM GEMS PAD 3
Time: 269520, removed: EXPERT Yellow, added: EXPERT Blue, TOM GEMS PAD 3
Time: 269640, removed: EXPERT Yellow, added: EXPERT Blue, TOM GEMS PAD 3
Time: 269760, added: TOM GEMS PAD 2, EXPERT Yellow
Time: 269880, added: TOM GEMS PAD 2, EXPERT Yellow
Time: 270000, added: TOM GEMS PAD 2
Time: 270240, removed: EXPERT Blue
Time: 270360, removed: EXPERT Blue, added: EXPERT Yellow
Time: 270480, added: TOM GEMS PAD 2, TOM GEMS PAD 3, EXPERT Yellow
Time: 270720, added: TOM GEMS PAD 3
Time: 277200, removed: EXPERT Yellow, added: TOM GEMS PAD 2, EXPERT Blue, TOM GEMS PAD 3
Time: 277320, removed: EXPERT Yellow, added: EXPERT Blue
Time: 277440, added: EXPERT Blue, TOM GEMS PAD 3
Time: 277560, added: TOM GEMS PAD 2, EXPERT Yellow
Time: 277920, removed: EXPERT Yellow, added: TOM GEMS PAD 2, EXPERT Blue, TOM GEMS PAD 3
Time: 278040, removed: EXPERT Yellow, added: TOM GEMS PAD 2, EXPERT Blue, TOM GEMS PAD 3
Time: 278160, removed: EXPERT Yellow, added: TOM GEMS PAD 2, EXPERT Blue, TOM GEMS PAD 3
Time: 278280, removed: EXPERT Yellow, added: TOM GEMS PAD 2, EXPERT Blue, TOM GEMS PAD 3
Time: 281760, removed: EXPERT Green, added: EXPERT Blue
Time: 281880, removed: EXPERT Green, added: EXPERT Blue
Time: 282240, added: TOM GEMS PAD 2
Time: 282480, added: TOM GEMS PAD 2
Time: 282600, added: TOM GEMS PAD 2
Time: 282720, added: TOM GEMS PAD 2
Time: 282960, added: TOM GEMS PAD 2, EXPERT Kick
Time: 283200, added: TOM GEMS PAD 2
Time: 283320, added: TOM GEMS PAD 2
Time: 283440, added: TOM GEMS PAD 2
Time: 283680, added: TOM GEMS PAD 2, EXPERT Kick
Time: 283920, added: TOM GEMS PAD 2
Time: 284040, added: TOM GEMS PAD 2
Time: 284160, added: TOM GEMS PAD 2
Time: 284400, added: EXPERT Kick
Time: 284520, added: TOM GEMS PAD 2, EXPERT Yellow
Time: 284640, added: TOM GEMS PAD 2, EXPERT Yellow
Time: 284760, added: TOM GEMS PAD 2, EXPERT Yellow
Time: 284880, added: TOM GEMS PAD 2, EXPERT Yellow
Time: 285120, added: EXPERT Kick
Time: 285240, added: TOM GEMS PAD 2, EXPERT Yellow
Time: 285360, added: TOM GEMS PAD 2, EXPERT Yellow
Time: 285480, added: TOM GEMS PAD 2, EXPERT Yellow
Time: 285600, added: TOM GEMS PAD 2, EXPERT Yellow
Time: 285840, added: EXPERT Kick
Time: 286320, added: TOM GEMS PAD 4, TOM GEMS PAD 3
Time: 287160, added: TOM GEMS PAD 4, TOM GEMS PAD 3
Time: 287520, added: TOM GEMS PAD 4, TOM GEMS PAD 3
Time: 288120, added: TOM GEMS PAD 4, TOM GEMS PAD 3
Time: 288480, added: TOM GEMS PAD 4, TOM GEMS PAD 3
Time: 288840, added: TOM GEMS PAD 4, TOM GEMS PAD 3
Time: 289200, added: TOM GEMS PAD 4, TOM GEMS PAD 3
Time: 289320, added: TOM GEMS PAD 4, TOM GEMS PAD 3
Time: 289440, added: TOM GEMS PAD 4
Time: 289800, added: TOM GEMS PAD 4
Text differences found in track 'PART DRUMS':
Time: 290399, Text event changed from '[no event]' to '[idle_realtime]'
Time: 290400, Text event changed from '[idle_realtime]' to '[no event]'
Differences found in track 'PART GUITAR':
Time: 5520, added: EASY Green, MEDIUM Green, HARD Green
Time: 51720, removed: EXPERT Orange, EXPERT Yellow
Time: 52080, added: EXPERT Orange, EXPERT Yellow
Time: 53640, removed: EXPERT Blue, EXPERT Red
Time: 54000, added: EXPERT Blue, EXPERT Red
Time: 55560, removed: EXPERT Red, EXPERT Yellow
Time: 55920, added: EXPERT Red, EXPERT Yellow
Time: 57480, removed: EXPERT Green, EXPERT Red
Time: 57840, added: EXPERT Green, EXPERT Red
Time: 59400, removed: EXPERT Orange, EXPERT Yellow
Time: 59760, added: EXPERT Orange, EXPERT Yellow
Time: 61320, removed: EXPERT Blue, EXPERT Yellow
Time: 61680, added: EXPERT Blue, EXPERT Yellow
Time: 63240, removed: EXPERT Blue, EXPERT Red
Time: 63600, added: EXPERT Blue, EXPERT Red
Time: 65160, removed: EXPERT Green
Time: 65520, added: EXPERT Green
Time: 67320, removed: EXPERT Blue, EXPERT Red
Time: 67680, added: EXPERT Blue, EXPERT Red
Time: 68760, removed: EXPERT Red, EXPERT Yellow
Time: 69120, added: EXPERT Red, EXPERT Yellow
Time: 71160, removed: EXPERT Blue, EXPERT Red
Time: 71520, added: EXPERT Blue, EXPERT Red
Time: 72600, removed: EXPERT Red, EXPERT Yellow
Time: 72960, added: EXPERT Red, EXPERT Yellow
Time: 75000, removed: EXPERT Green, EXPERT Blue
Time: 75360, added: EXPERT Green, EXPERT Blue
Time: 76440, removed: EXPERT Green, EXPERT Yellow
Time: 76800, added: EXPERT Green, EXPERT Yellow
Time: 78840, removed: EXPERT Green, EXPERT Blue
Time: 79200, added: EXPERT Green, EXPERT Blue
Time: 80280, removed: EXPERT Green, EXPERT Yellow
Time: 80640, added: EXPERT Green, EXPERT Yellow
Time: 82680, removed: EXPERT Orange, EXPERT Yellow
Time: 83040, added: EXPERT Orange, EXPERT Yellow
Time: 84120, removed: EXPERT Blue, EXPERT Yellow
Time: 84480, added: EXPERT Blue, EXPERT Yellow
Time: 86520, removed: EXPERT Orange, EXPERT Yellow
Time: 86880, added: EXPERT Orange, EXPERT Yellow
Time: 87960, removed: EXPERT Blue, EXPERT Yellow
Time: 88320, added: EXPERT Blue, EXPERT Yellow
Time: 90360, removed: EXPERT Green, EXPERT Blue
Time: 90720, added: EXPERT Green, EXPERT Blue
Time: 91800, removed: EXPERT Green, EXPERT Yellow
Time: 92160, added: EXPERT Green, EXPERT Yellow
Time: 94200, removed: EXPERT Green, EXPERT Red
Time: 94560, added: EXPERT Green, EXPERT Red
Time: 94920, removed: EXPERT Red, EXPERT Yellow
Time: 95280, added: EXPERT Red, EXPERT Yellow
Time: 95520, removed: EASY Red, added: EASY Yellow
Time: 95640, removed: EASY Red, EXPERT Blue, EXPERT Yellow, added: EASY Yellow
Time: 96000, added: EXPERT Blue, EXPERT Yellow
Time: 96360, removed: EXPERT Blue, EXPERT Orange
Time: 96720, added: EXPERT Blue, EXPERT Orange
Time: 96960, removed: HARD Blue, EASY Yellow, added: EASY Blue, HARD Orange
Time: 97080, removed: HARD Blue, EASY Yellow, EXPERT Orange, added: EASY Blue, HARD Orange
Time: 97680, added: EXPERT Orange
Time: 141600, added: MEDIUM Blue, MEDIUM Red
Time: 141720, removed: HARD Yellow, MEDIUM Blue, EXPERT Yellow, HARD Blue, EXPERT Blue, MEDIUM Red
Time: 141840, added: HARD Blue, EXPERT Blue, HARD Yellow, EXPERT Yellow
Time: 143880, removed: EXPERT Orange, EXPERT Yellow
Time: 144240, added: EXPERT Orange, EXPERT Yellow
Time: 145800, removed: EXPERT Blue, EXPERT Red
Time: 146160, added: EXPERT Blue, EXPERT Red
Time: 147720, removed: EXPERT Red, EXPERT Yellow
Time: 148080, added: EXPERT Red, EXPERT Yellow
Time: 149640, removed: EXPERT Green, EXPERT Red
Time: 150000, added: EXPERT Green, EXPERT Red
Time: 151560, removed: EXPERT Orange, EXPERT Yellow
Time: 151920, added: EXPERT Orange, EXPERT Yellow
Time: 153480, removed: EXPERT Blue, EXPERT Yellow
Time: 153840, added: EXPERT Blue, EXPERT Yellow
Time: 155400, removed: EXPERT Blue, EXPERT Red
Time: 155760, added: EXPERT Blue, EXPERT Red
Time: 157320, removed: EXPERT Green
Time: 157680, added: EXPERT Green
Time: 159480, removed: EXPERT Blue, EXPERT Red
Time: 159840, added: EXPERT Blue, EXPERT Red
Time: 160920, removed: EXPERT Red, EXPERT Yellow
Time: 161280, added: EXPERT Red, EXPERT Yellow
Time: 163320, removed: EXPERT Blue, EXPERT Red
Time: 163680, added: EXPERT Blue, EXPERT Red
Time: 164760, removed: EXPERT Red, EXPERT Yellow
Time: 165120, added: EXPERT Red, EXPERT Yellow
Time: 167160, removed: EXPERT Green, EXPERT Blue
Time: 167520, added: EXPERT Green, EXPERT Blue
Time: 168600, removed: EXPERT Green, EXPERT Yellow
Time: 168960, added: EXPERT Green, EXPERT Yellow
Time: 171000, removed: EXPERT Green, EXPERT Blue
Time: 171360, added: EXPERT Green, EXPERT Blue
Time: 172440, removed: EXPERT Green, EXPERT Yellow
Time: 172800, added: EXPERT Green, EXPERT Yellow
Time: 174840, removed: EXPERT Orange, EXPERT Yellow
Time: 175200, added: EXPERT Orange, EXPERT Yellow
Time: 176280, removed: EXPERT Blue, EXPERT Yellow
Time: 176640, added: EXPERT Blue, EXPERT Yellow
Time: 178680, removed: EXPERT Orange, EXPERT Yellow
Time: 179040, added: EXPERT Orange, EXPERT Yellow
Time: 180120, removed: EXPERT Blue, EXPERT Yellow
Time: 180480, added: EXPERT Blue, EXPERT Yellow
Time: 182520, removed: EXPERT Green, EXPERT Blue
Time: 182880, added: EXPERT Green, EXPERT Blue
Time: 183960, removed: EXPERT Green, EXPERT Yellow
Time: 184320, added: EXPERT Green, EXPERT Yellow
Time: 186360, removed: EXPERT Green, EXPERT Red
Time: 186720, added: EXPERT Green, EXPERT Red
Time: 187080, removed: EXPERT Red, EXPERT Yellow
Time: 187440, added: EXPERT Red, EXPERT Yellow
Time: 187680, removed: EASY Red, added: EASY Yellow
Time: 187800, removed: EASY Red, EXPERT Blue, EXPERT Yellow, added: EASY Yellow
Time: 188160, added: EXPERT Blue, EXPERT Yellow
Time: 188520, removed: EXPERT Blue, EXPERT Orange
Time: 188880, added: EXPERT Blue, EXPERT Orange
Time: 189120, removed: HARD Blue, EASY Yellow, added: EASY Blue, HARD Orange
Time: 189240, removed: HARD Blue, EASY Yellow, EXPERT Orange, added: EASY Blue, HARD Orange
Time: 189840, added: EXPERT Orange
Time: 191280, added: Force HOPO On, Force HOPO On
Time: 191400, added: Force HOPO On, Force HOPO On
Time: 193200, added: Force HOPO On, Force HOPO On
Time: 193560, added: Force HOPO On, Force HOPO On
Time: 195120, added: Force HOPO On, Force HOPO On
Time: 195240, added: Force HOPO On, Force HOPO On
Time: 197040, removed: EXPERT Blue
Time: 197040, removed: EXPERT Orange
Time: 197080, added: EXPERT Blue
Time: 197080, added: EXPERT Orange
Time: 197160, removed: EXPERT Blue
Time: 197240, added: MEDIUM Green
Time: 197240, added: EXPERT Blue
Time: 197240, added: HARD Yellow
Time: 197240, added: EXPERT Yellow
Time: 197280, removed: MEDIUM Green
Time: 197280, removed: HARD Yellow
Time: 197280, removed: EXPERT Yellow
Time: 198960, added: Force HOPO On, Force HOPO On
Time: 199080, added: Force HOPO On, Force HOPO On
Time: 200880, added: Force HOPO On, Force HOPO On
Time: 201000, added: Force HOPO On, Force HOPO On
Time: 206640, added: Force HOPO On, Force HOPO On
Time: 206760, added: Force HOPO On, Force HOPO On
Time: 208560, added: Force HOPO On, Force HOPO On
Time: 208920, added: Force HOPO On, Force HOPO On
Time: 210480, added: Force HOPO On, Force HOPO On
Time: 210600, added: Force HOPO On, Force HOPO On
Time: 212400, removed: EXPERT Blue
Time: 212400, removed: EXPERT Orange
Time: 212440, added: EXPERT Blue
Time: 212440, added: EXPERT Orange
Time: 212520, removed: EXPERT Blue
Time: 212600, added: MEDIUM Green
Time: 212600, added: EXPERT Blue
Time: 212600, added: HARD Yellow
Time: 212600, added: EXPERT Yellow
Time: 212640, removed: MEDIUM Green
Time: 212640, removed: HARD Yellow
Time: 212640, removed: EXPERT Yellow
Time: 214320, added: Force HOPO On, Force HOPO On
