New track in update: 'HARM1'
New track in update: 'HARM2'
New track in update: 'HARM3'
Time: 81038, Text event changed from 'I#' to '[no event]'
Time: 81170, Text event changed from 'lay#' to '[no event]'
Time: 81349, Text event changed from 'back#' to '[no event]'
Time: 81550, Text event changed from 'stay#' to '[no event]'
Time: 81696, Text event changed from 'back#' to '[no event]'
Time: 81865, Text event changed from 'in#' to '[no event]'
Time: 81971, Text event changed from 'the#' to '[no event]'
Time: 82147, Text event changed from 'cut#' to '[no event]'
Time: 82518, Text event changed from 'Some#' to '[no event]'
Time: 82659, Text event changed from 'fools#' to '[no event]'
Time: 82863, Text event changed from 'try#' to '[no event]'
Time: 82989, Text event changed from 'to#' to '[no event]'
Time: 83108, Text event changed from 'play#' to '[no event]'
Time: 83219, Text event changed from 'the#' to '[no event]'
Time: 83331, Text event changed from 'D=#' to '[no event]'
Time: 83457, Text event changed from 'O=#' to '[no event]'
Time: 83636, Text event changed from 'G#' to '[no event]'
Time: 83789, Text event changed from 'like#' to '[no event]'
Time: 83932, Text event changed from 'a#' to '[no event]'
Time: 84086, Text event changed from 'mutt#' to '[no event]'
Time: 84419, Text event changed from 'I#' to '[no event]'
Time: 84538, Text event changed from 'got#' to '[no event]'
Time: 84643, Text event changed from 'a#' to '[no event]'
Time: 84763, Text event changed from 'lit-#' to '[no event]'
Time: 84850, Text event changed from 'tle#' to '[no event]'
Time: 85000, Text event changed from 'mes-#' to '[no event]'
Time: 85183, Text event changed from 'sage#' to '[no event]'
Time: 85316, Text event changed from 'don't#' to '[no event]'
Time: 85486, Text event changed from 'try#' to '[no event]'
Time: 85575, Text event changed from 'to#' to '[no event]'
Time: 85712, Text event changed from 'see#' to '[no event]'
Time: 85893, Text event changed from 'Snoop#' to '[no event]'
Time: 86307, Text event changed from 'I'm#' to '[no event]'
Time: 86428, Text event changed from 'fittin'#' to '[no event]'
Time: 86500, Text event changed from 'to#' to '[no event]'
Time: 86638, Text event changed from 'slap#' to '[no event]'
Time: 86803, Text event changed from 'a#' to '[no event]'
Time: 86968, Text event changed from 'trick#' to '[no event]'
Time: 87145, Text event changed from 'what's#' to '[no event]'
Time: 87299, Text event changed from 'her#' to '[no event]'
Time: 87436, Text event changed from 'name?#' to '[no event]'
Time: 87613, Text event changed from 'It's#' to '[no event]'
Time: 87836, Text event changed from 'Luke#' to '[no event]'
Time: 88243, Text event changed from 'You#' to '[no event]'
Time: 88368, Text event changed from 'tried#' to '[no event]'
Time: 88505, Text event changed from 'to#' to '[no event]'
Time: 88677, Text event changed from 'see#' to '[no event]'
Time: 88865, Text event changed from 'me#' to '[no event]'
Time: 89072, Text event changed from 'on#' to '[no event]'
Time: 89209, Text event changed from 'the#' to '[no event]'
Time: 89368, Text event changed from 'T-#' to '[no event]'
Time: 89588, Text event changed from 'V#' to '[no event]'
Time: 89793, Text event changed from 'you's#' to '[no event]'
Time: 89936, Text event changed from 'a#' to '[no event]'
Time: 90073, Text event changed from 'B=#' to '[no event]'
Time: 90323, Text event changed from 'G#' to '[no event]'
Time: 90530, Text event changed from 'D=#' to '[no event]'
Time: 90650, Text event changed from 'O=#' to '[no event]'
Time: 90771, Text event changed from 'Doub-#' to '[no event]'
Time: 90897, Text event changed from 'le=#' to '[no event]'
Time: 90999, Text event changed from 'G#' to '[no event]'
Time: 91275, Text event changed from 'yes#' to '[no event]'
Time: 91487, Text event changed from 'I'm#' to '[no event]'
Time: 91609, Text event changed from 'a#' to '[no event]'
Time: 91721, Text event changed from 'O-#' to '[no event]'
Time: 91972, Text event changed from 'G#' to '[no event]'
Time: 92580, Text event changed from 'You#' to '[no event]'
Time: 92738, Text event changed from 'can't#' to '[no event]'
Time: 92924, Text event changed from 'see#' to '[no event]'
Time: 93024, Text event changed from 'my#' to '[no event]'
Time: 93141, Text event changed from 'hom-#' to '[no event]'
Time: 93253, Text event changed from 'ie#' to '[no event]'
Time: 93379, Text event changed from 'Doc-#' to '[no event]'
Time: 93540, Text event changed from 'tor#' to '[no event]'
Time: 93688, Text event changed from 'Dre#' to '[no event]'
Time: 94258, Text event changed from 'So#' to '[no event]'
Time: 94339, Text event changed from 'what#' to '[no event]'
Time: 94453, Text event changed from 'you#' to '[no event]'
Time: 94622, Text event changed from 'fools#' to '[no event]'
Time: 94867, Text event changed from 'real-#' to '[no event]'
Time: 94963, Text event changed from 'ly#' to '[no event]'
Time: 95108, Text event changed from 'real-#' to '[no event]'
Time: 95211, Text event changed from 'ly#' to '[no event]'
Time: 95326, Text event changed from 'wan-#' to '[no event]'
Time: 95450, Text event changed from 'na#' to '[no event]'
Time: 95655, Text event changed from 'say?#' to '[no event]'
Time: 95812, Text event changed from 'Hey#' to '[no event]'
Time: 96055, Text event changed from 'Got-#' to '[no event]'
Time: 96155, Text event changed from 'ta#' to '[no event]'
Time: 96293, Text event changed from 'take#' to '[no event]'
Time: 96423, Text event changed from 'a#' to '[no event]'
Time: 96581, Text event changed from 'trip#' to '[no event]'
Time: 96766, Text event changed from 'to#' to '[no event]'
Time: 96896, Text event changed from 'the#' to '[no event]'
Time: 97010, Text event changed from 'M=#' to '[no event]'
Time: 97165, Text event changed from 'I=#' to '[no event]'
Time: 97381, Text event changed from 'A#' to '[no event]'
Time: 97827, Text event changed from 'And#' to '[no event]'
Time: 97952, Text event changed from 'blast#' to '[no event]'
Time: 98135, Text event changed from 'you#' to '[no event]'
Time: 98360, Text event changed from 'suck-#' to '[no event]'
Time: 98512, Text event changed from 'as#' to '[no event]'
Time: 98689, Text event changed from 'with#' to '[no event]'
Time: 98830, Text event changed from 'the#' to '[no event]'
Time: 98963, Text event changed from 'M=#' to '[no event]'
Time: 99173, Text event changed from 'F#' to '[no event]'
Time: 99416, Text event changed from 'A-#' to '[no event]'
Time: 99658, Text event changed from 'K#' to '[no event]'
Time: 100361, Text event changed from 'You#' to '[no event]'
Time: 100871, Text event changed from 'can't#' to '[no event]'
Time: 101351, Text event changed from 'see#' to '[no event]'
Time: 101700, Text event changed from 'the#' to '[no event]'
Time: 101805, Text event changed from 'D=#' to '[no event]'
Time: 101931, Text event changed from 'O=#' to '[no event]'
Time: 102048, Text event changed from 'Doub-#' to '[no event]'
Time: 102174, Text event changed from 'le=#' to '[no event]'
Time: 102302, Text event changed from 'G#' to '[no event]'
Time: 102657, Text event changed from ''cause#' to '[no event]'
Time: 102824, Text event changed from 'that#' to '[no event]'
Time: 103064, Text event changed from 'be#' to '[no event]'
Time: 103334, Text event changed from 'me#' to '[no event]'
Time: 104074, Text event changed from 'I'm#' to '[no event]'
Time: 104283, Text event changed from 'serv-#' to '[no event]'
Time: 104432, Text event changed from 'in'#' to '[no event]'
Time: 104493, Text event changed from ''em#' to '[no event]'
Time: 104705, Text event changed from 'swerv-#' to '[no event]'
Time: 104876, Text event changed from 'in'#' to '[no event]'
Time: 104975, Text event changed from 'in#' to '[no event]'
Time: 105060, Text event changed from 'the#' to '[no event]'
Time: 105167, Text event changed from 'coupe#' to '[no event]'
Time: 105564, Text event changed from 'The#' to '[no event]'
Time: 105701, Text event changed from 'Lex-#' to '[no event]'
Time: 105900, Text event changed from 'us#' to '[no event]'
Time: 106160, Text event changed from 'flex-#' to '[no event]'
Time: 106347, Text event changed from 'es#' to '[no event]'
Time: 106490, Text event changed from 'from#' to '[no event]'
Time: 106648, Text event changed from 'Long#' to '[no event]'
Time: 106830, Text event changed from 'Beach#' to '[no event]'
Time: 106970, Text event changed from 'to#' to '[no event]'
Time: 107115, Text event changed from 'Tex-#' to '[no event]'
Time: 107299, Text event changed from 'as#' to '[no event]'
Time: 107653, Text event changed from 'sex-#' to '[no event]'
Time: 107842, Text event changed from 'ist#' to '[no event]'
Time: 108428, Text event changed from 'They#' to '[no event]'
Time: 108548, Text event changed from 'wan-#' to '[no event]'
Time: 108643, Text event changed from 'na#' to '[no event]'
Time: 108754, Text event changed from 'get#' to '[no event]'
Time: 108861, Text event changed from 'with#' to '[no event]'
Time: 108977, Text event changed from 'this#' to '[no event]'
Time: 109132, Text event changed from ''cause#' to '[no event]'
Time: 109297, Text event changed from 'Snoop#' to '[no event]'
Time: 109491, Text event changed from 'Dogg#' to '[no event]'
Time: 109692, Text event changed from 'is#' to '[no event]'
Time: 109821, Text event changed from 'the#' to '[no event]'
Time: 109989, Text event changed from 'lick#' to '[no event]'
Time: 110688, Text event changed from 'ya#' to '[no event]'
Time: 110816, Text event changed from 'dig?#' to '[no event]'
Time: 111355, Text event changed from 'Da' to '[no event]'
Time: 111624, Text event changed from 'da' to '[no event]'
Time: 111851, Text event changed from 'da' to '[no event]'
Time: 112021, Text event changed from 'da' to '[no event]'
Time: 112248, Text event changed from 'da' to '[no event]'
Time: 112588, Text event changed from 'da' to '[no event]'
Time: 112825, Text event changed from 'da' to '[no event]'
Time: 112989, Text event changed from 'da' to '[no event]'
Time: 113533, Text event changed from 'Da' to '[no event]'
Time: 113767, Text event changed from 'da' to '[no event]'
Time: 113949, Text event changed from 'da' to '[no event]'
Time: 114173, Text event changed from 'da' to '[no event]'
Time: 114514, Text event changed from 'da' to '[no event]'
Time: 114727, Text event changed from 'da' to '[no event]'
Time: 114899, Text event changed from 'da' to '[no event]'
Time: 115229, Text event changed from 'Da' to '[no event]'
Time: 115459, Text event changed from 'da' to '[no event]'
Time: 115697, Text event changed from 'da' to '[no event]'
Time: 115885, Text event changed from 'da' to '[no event]'
Time: 116091, Text event changed from 'da' to '[no event]'
Time: 116430, Text event changed from 'da' to '[no event]'
Time: 116656, Text event changed from 'da' to '[no event]'
Time: 116815, Text event changed from 'da' to '[no event]'
Time: 117372, Text event changed from 'Da' to '[no event]'
Time: 117609, Text event changed from 'da' to '[no event]'
Time: 117771, Text event changed from 'da' to '[no event]'
Time: 118002, Text event changed from 'da' to '[no event]'
Time: 118335, Text event changed from 'da' to '[no event]'
Time: 118588, Text event changed from 'da' to '[no event]'
Time: 118718, Text event changed from 'da' to '[no event]'
Time: 118820, Text event changed from 'da' to '[no event]'
Time: 118950, Text event changed from 'da' to '[no event]'
Time: 119064, Text event changed from 'da' to '[no event]'
Time: 119302, Text event changed from 'Da' to '[no event]'
Time: 119546, Text event changed from 'da' to '[no event]'
Time: 119700, Text event changed from 'da' to '[no event]'
Time: 119930, Text event changed from 'da' to '[no event]'
Time: 120272, Text event changed from 'da' to '[no event]'
Time: 120482, Text event changed from 'da' to '[no event]'
Time: 120626, Text event changed from 'da' to '[no event]'
Time: 120968, Text event changed from '+' to '[no event]'
Time: 121208, Text event changed from 'Da' to '[no event]'
Time: 121448, Text event changed from 'da' to '[no event]'
Time: 121625, Text event changed from 'da' to '[no event]'
Time: 121849, Text event changed from 'da' to '[no event]'
Time: 122191, Text event changed from 'da' to '[no event]'
Time: 122407, Text event changed from 'da' to '[no event]'
Time: 122584, Text event changed from 'da' to '[no event]'
Time: 122899, Text event changed from 'Da' to '[no event]'
Time: 123145, Text event changed from 'da' to '[no event]'
Time: 123382, Text event changed from 'da' to '[no event]'
Time: 123554, Text event changed from 'da' to '[no event]'
Time: 123776, Text event changed from 'da' to '[no event]'
Time: 124106, Text event changed from 'da' to '[no event]'
Time: 124338, Text event changed from 'da' to '[no event]'
Time: 124496, Text event changed from 'da' to '[no event]'
Time: 125046, Text event changed from 'Da' to '[no event]'
Time: 125282, Text event changed from 'da' to '[no event]'
Time: 125447, Text event changed from 'da' to '[no event]'
Time: 125682, Text event changed from 'da' to '[no event]'
Time: 126008, Text event changed from 'da' to '[no event]'
Time: 126255, Text event changed from 'da' to '[no event]'
Time: 126420, Text event changed from 'da' to '[no event]'
Time: 126651, Text event changed from 'Aw#' to '[no event]'
Time: 127136, Text event changed from 'I'm#' to '[no event]'
Time: 127323, Text event changed from 'some-#' to '[no event]'
Time: 127457, Text event changed from 'what#' to '[no event]'
Time: 127629, Text event changed from 'brain=#' to '[no event]'
Time: 127950, Text event changed from 'bog-#' to '[no event]'
Time: 128126, Text event changed from 'gled#' to '[no event]'
Time: 128421, Text event changed from 'So#' to '[no event]'
Time: 128513, Text event changed from 'I#' to '[no event]'
Time: 128735, Text event changed from 'look#' to '[no event]'
Time: 128924, Text event changed from 'to#' to '[no event]'
Time: 129061, Text event changed from 'the#' to '[no event]'
Time: 129172, Text event changed from 'mic-#' to '[no event]'
Time: 129301, Text event changed from 'ro-#' to '[no event]'
Time: 129424, Text event changed from 'phone#' to '[no event]'
Time: 129538, Text event changed from 'and#' to '[no event]'
Time: 129670, Text event changed from 'slow-#' to '[no event]'
Time: 129776, Text event changed from 'ly#' to '[no event]'
Time: 129919, Text event changed from 'start#' to '[no event]'
Time: 130061, Text event changed from 'to#' to '[no event]'
Time: 130169, Text event changed from 'wob-#' to '[no event]'
Time: 130353, Text event changed from 'ble#' to '[no event]'
Time: 130626, Text event changed from 'Grab#' to '[no event]'
Time: 130809, Text event changed from 'it#' to '[no event]'
Time: 131084, Text event changed from 'have#' to '[no event]'
Time: 131258, Text event changed from 'it#' to '[no event]'
Time: 131571, Text event changed from 'stick#' to '[no event]'
Time: 131688, Text event changed from 'it#' to '[no event]'
Time: 131802, Text event changed from 'to#' to '[no event]'
Time: 131948, Text event changed from 'the#' to '[no event]'
Time: 132103, Text event changed from 'plug#' to '[no event]'
Time: 132470, Text event changed from 'It's#' to '[no event]'
Time: 132665, Text event changed from 'Snoop#' to '[no event]'
Time: 133043, Text event changed from 'Dog-#' to '[no event]'
Time: 133233, Text event changed from 'gy#' to '[no event]'
Time: 133384, Text event changed from 'I#' to '[no event]'
Time: 133516, Text event changed from 'got#' to '[no event]'
Time: 133617, Text event changed from 'a#' to '[no event]'
Time: 133770, Text event changed from 'fat#' to '[no event]'
Time: 133987, Text event changed from 'dub#' to '[no event]'
Time: 134487, Text event changed from 'Sack#' to '[no event]'
Time: 134687, Text event changed from 'of#' to '[no event]'
Time: 134790, Text event changed from 'tha=#' to '[no event]'
Time: 134907, Text event changed from 'dat#' to '[no event]'
Time: 135168, Text event changed from 'in#' to '[no event]'
Time: 135281, Text event changed from 'my#' to '[no event]'
Time: 135430, Text event changed from 'back#' to '[no event]'
Time: 135625, Text event changed from 'pock-#' to '[no event]'
Time: 135780, Text event changed from 'et#' to '[no event]'
Time: 135934, Text event changed from 'loc#' to '[no event]'
Time: 136372, Text event changed from 'Need#' to '[no event]'
Time: 136496, Text event changed from 'my-#' to '[no event]'
Time: 136624, Text event changed from 'self#' to '[no event]'
Time: 136745, Text event changed from 'a#' to '[no event]'
Time: 136869, Text event changed from 'light-#' to '[no event]'
Time: 136974, Text event changed from 'er#' to '[no event]'
Time: 137121, Text event changed from 'so#' to '[no event]'
Time: 137222, Text event changed from 'I#' to '[no event]'
Time: 137374, Text event changed from 'can#' to '[no event]'
Time: 137563, Text event changed from 'take#' to '[no event]'
Time: 137688, Text event changed from 'a#' to '[no event]'
Time: 137827, Text event changed from 'toke#' to '[no event]'
Time: 138199, Text event changed from 'I#' to '[no event]'
Time: 138352, Text event changed from 'loc#' to '[no event]'
Time: 138534, Text event changed from 'ev-#' to '[no event]'
Time: 138672, Text event changed from 'ery-#' to '[no event]'
Time: 138812, Text event changed from 'day#' to '[no event]'
Time: 139142, Text event changed from 'I#' to '[no event]'
Time: 139290, Text event changed from 'smoke#' to '[no event]'
Time: 139492, Text event changed from 'ev-#' to '[no event]'
Time: 139629, Text event changed from 'ery-#' to '[no event]'
Time: 139773, Text event changed from 'day#' to '[no event]'
Time: 139946, Text event changed from 'With#' to '[no event]'
Time: 140076, Text event changed from 'the#' to '[no event]'
Time: 140193, Text event changed from 'P=#' to '[no event]'
Time: 140311, Text event changed from 'O=#' to '[no event]'
Time: 140437, Text event changed from 'U=#' to '[no event]'
Time: 140562, Text event changed from 'N=#' to '[no event]'
Time: 140709, Text event changed from 'D#' to '[no event]'
Time: 140861, Text event changed from 'and#' to '[no event]'
Time: 141043, Text event changed from 'my#' to '[no event]'
Time: 141156, Text event changed from 'hom-#' to '[no event]'
Time: 141256, Text event changed from 'ie#' to '[no event]'
Time: 141388, Text event changed from 'Doc-#' to '[no event]'
Time: 141544, Text event changed from 'tor#' to '[no event]'
Time: 141677, Text event changed from 'Dre#' to '[no event]'
Time: 142108, Text event changed from 'Lay#' to '[no event]'
Time: 142264, Text event changed from 'back#' to '[no event]'
Time: 142397, Text event changed from 'in#' to '[no event]'
Time: 142497, Text event changed from 'the#' to '[no event]'
Time: 142657, Text event changed from 'cut#' to '[no event]'
Time: 142846, Text event changed from 'like#' to '[no event]'
Time: 142967, Text event changed from 'I#' to '[no event]'
Time: 143116, Text event changed from 'told#' to '[no event]'
Time: 143371, Text event changed from 'ya#' to '[no event]'
Time: 144020, Text event changed from 'Gim-#' to '[no event]'
Time: 144095, Text event changed from 'me#' to '[no event]'
Time: 144177, Text event changed from 'the#' to '[no event]'
Time: 144259, Text event changed from 'mic-#' to '[no event]'
Time: 144398, Text event changed from 'ro-#' to '[no event]'
Time: 144530, Text event changed from 'phone#' to '[no event]'
Time: 144649, Text event changed from 'and#' to '[no event]'
Time: 144775, Text event changed from 'let#' to '[no event]'
Time: 144894, Text event changed from 'me#' to '[no event]'
Time: 144988, Text event changed from 'hit#' to '[no event]'
Time: 145121, Text event changed from 'you#' to '[no event]'
Time: 145254, Text event changed from 'with#' to '[no event]'
Time: 145367, Text event changed from 'a#' to '[no event]'
Time: 145865, Text event changed from 'I#' to '[no event]'
Time: 145974, Text event changed from 'got#' to '[no event]'
Time: 146103, Text event changed from 'a#' to '[no event]'
Time: 146217, Text event changed from 'lit-#' to '[no event]'
Time: 146323, Text event changed from 'tle#' to '[no event]'
Time: 146458, Text event changed from 'cous-#' to '[no event]'
Time: 146594, Text event changed from 'in#' to '[no event]'
Time: 146702, Text event changed from 'by#' to '[no event]'
Time: 146828, Text event changed from 'the#' to '[no event]'
Time: 146975, Text event changed from 'name#' to '[no event]'
Time: 147154, Text event changed from 'of#' to '[no event]'
Time: 147291, Text event changed from 'Daz#' to '[no event]'
Time: 147529, Text event changed from 'The#' to '[no event]'
Time: 147633, Text event changed from 'la-#' to '[no event]'
Time: 147731, Text event changed from 'dies#' to '[no event]'
Time: 147879, Text event changed from 'that#' to '[no event]'
Time: 148008, Text event changed from 'know#' to '[no event]'
Time: 148136, Text event changed from 'him#' to '[no event]'
Time: 148246, Text event changed from 'they#' to '[no event]'
Time: 148367, Text event changed from 'know#' to '[no event]'
Time: 148497, Text event changed from 'me#' to '[no event]'
Time: 148611, Text event changed from ''cause#' to '[no event]'
Time: 148732, Text event changed from 'they#' to '[no event]'
Time: 148844, Text event changed from 'meet#' to '[no event]'
Time: 148954, Text event changed from 'me#' to '[no event]'
Time: 149086, Text event changed from 'so#' to '[no event]'
Time: 149234, Text event changed from 'fast#' to '[no event]'
Time: 149572, Text event changed from 'And#' to '[no event]'
Time: 149695, Text event changed from 'they#' to '[no event]'
Time: 149820, Text event changed from 'know#' to '[no event]'
Time: 149931, Text event changed from 'a-#' to '[no event]'
Time: 150048, Text event changed from 'bout#' to '[no event]'
Time: 150178, Text event changed from 'the#' to '[no event]'
Time: 150427, Text event changed from 'that#' to '[no event]'
Time: 150517, Text event changed from 'I#' to '[no event]'
Time: 150668, Text event changed from 'be#' to '[no event]'
Time: 150773, Text event changed from 'go-#' to '[no event]'
Time: 150870, Text event changed from 'in'#' to '[no event]'
Time: 151060, Text event changed from 'through#' to '[no event]'
Time: 151516, Text event changed from 'And#' to '[no event]'
Time: 151633, Text event changed from 'they#' to '[no event]'
Time: 151751, Text event changed from 'know#' to '[no event]'
Time: 151868, Text event changed from 'a-#' to '[no event]'
Time: 151964, Text event changed from 'bout#' to '[no event]'
Time: 152108, Text event changed from 'the#' to '[no event]'
Time: 152208, Text event changed from 'hood#' to '[no event]'
Time: 152350, Text event changed from 'that#' to '[no event]'
Time: 152421, Text event changed from 'I#' to '[no event]'
Time: 152554, Text event changed from 'be#' to '[no event]'
Time: 152703, Text event changed from 'put-#' to '[no event]'
Time: 152856, Text event changed from 'tin'#' to '[no event]'
Time: 152958, Text event changed from 'up#' to '[no event]'
Time: 153303, Text event changed from 'And#' to '[no event]'
Time: 153407, Text event changed from 'they#' to '[no event]'
Time: 153535, Text event changed from 'be#' to '[no event]'
Time: 153640, Text event changed from 'know-#' to '[no event]'
Time: 153767, Text event changed from 'in'#' to '[no event]'
Time: 153877, Text event changed from ''bout#' to '[no event]'
Time: 154022, Text event changed from 'the#' to '[no event]'
Time: 154141, Text event changed from 'things#' to '[no event]'
Time: 154364, Text event changed from 'I#' to '[no event]'
Time: 154499, Text event changed from 'do#' to '[no event]'
Time: 154606, Text event changed from 'when#' to '[no event]'
Time: 154723, Text event changed from 'I'm#' to '[no event]'
Time: 154836, Text event changed from 'on#' to '[no event]'
Time: 154970, Text event changed from 'the#' to '[no event]'
Time: 155083, Text event changed from 'mic#' to '[no event]'
Time: 155228, Text event changed from ''Cause#' to '[no event]'
Time: 155378, Text event changed from 'Snoop#' to '[no event]'
Time: 155557, Text event changed from 'Dogg#' to '[no event]'
Time: 155727, Text event changed from 'is#' to '[no event]'
Time: 155858, Text event changed from 'Trump#' to '[no event]'
Time: 156089, Text event changed from 'tight#' to '[no event]'
Time: 156265, Text event changed from 'like#' to '[no event]'
Time: 156418, Text event changed from 'a#' to '[no event]'
Time: 156548, Text event changed from 'vir-#' to '[no event]'
Time: 156753, Text event changed from 'gin#' to '[no event]'
Time: 156898, Text event changed from 'The#' to '[no event]'
Time: 157037, Text event changed from 'sur-#' to '[no event]'
Time: 157260, Text event changed from 'geon#' to '[no event]'
Time: 157334, Text event changed from 'is#' to '[no event]'
Time: 157502, Text event changed from 'Doc-#' to '[no event]'
Time: 157723, Text event changed from 'tor#' to '[no event]'
Time: 157863, Text event changed from 'Driz-#' to '[no event]'
Time: 158045, Text event changed from 'zay#' to '[no event]'
Time: 158351, Text event changed from 'Now#' to '[no event]'
Time: 158481, Text event changed from 'liz-#' to '[no event]'
Time: 158638, Text event changed from 'zay#' to '[no event]'
Time: 158778, Text event changed from 'and#' to '[no event]'
Time: 158947, Text event changed from 'pliz-#' to '[no event]'
Time: 159109, Text event changed from 'zay#' to '[no event]'
Time: 159308, Text event changed from 'with#' to '[no event]'
Time: 159423, Text event changed from 'D=#' to '[no event]'
Time: 159530, Text event changed from 'O=#' to '[no event]'
Time: 159645, Text event changed from 'Doub-#' to '[no event]'
Time: 159770, Text event changed from 'le=#' to '[no event]'
Time: 159881, Text event changed from 'Giz-#' to '[no event]'
Time: 160020, Text event changed from 'zy#' to '[no event]'
Time: 160298, Text event changed from 'The#' to '[no event]'
Time: 160444, Text event changed from 'fly#' to '[no event]'
Time: 160631, Text event changed from 'hu-#' to '[no event]'
Time: 160750, Text event changed from 'man#' to '[no event]'
Time: 160874, Text event changed from 'be-#' to '[no event]'
Time: 160974, Text event changed from 'ing#' to '[no event]'
Time: 161118, Text event changed from 'see-#' to '[no event]'
Time: 161237, Text event changed from 'in'#' to '[no event]'
Time: 161356, Text event changed from 'no#' to '[no event]'
Time: 161469, Text event changed from 'I'm#' to '[no event]'
Time: 161624, Text event changed from 'not#' to '[no event]'
Time: 161814, Text event changed from 'Eu-#' to '[no event]'
Time: 161927, Text event changed from 'ro-#' to '[no event]'
Time: 162047, Text event changed from 'pe-#' to '[no event]'
Time: 162170, Text event changed from 'an#' to '[no event]'
Time: 162291, Text event changed from 'be-#' to '[no event]'
Time: 162398, Text event changed from 'in'#' to '[no event]'
Time: 162514, Text event changed from 'all#' to '[no event]'
Time: 162640, Text event changed from 'I#' to '[no event]'
Time: 162782, Text event changed from 'can#' to '[no event]'
Time: 163257, Text event changed from 'When#' to '[no event]'
Time: 163354, Text event changed from 'I#' to '[no event]'
Time: 163483, Text event changed from 'put#' to '[no event]'
Time: 163595, Text event changed from 'the#' to '[no event]'
Time: 163720, Text event changed from 'M=#' to '[no event]'
Time: 163875, Text event changed from 'F#' to '[no event]'
Time: 164260, Text event changed from 'mic#' to '[no event]'
Time: 164436, Text event changed from 'in#' to '[no event]'
Time: 164564, Text event changed from 'my#' to '[no event]'
Time: 164651, Text event changed from 'hand#' to '[no event]'
Time: 164913, Text event changed from 'and#' to '[no event]'
Time: 165529, Text event changed from 'See#' to '[no event]'
Time: 165640, Text event changed from 'you#' to '[no event]'
Time: 165760, Text event changed from 'don't#' to '[no event]'
Time: 165894, Text event changed from 'un-#' to '[no event]'
Time: 166000, Text event changed from 'der-#' to '[no event]'
Time: 166161, Text event changed from 'stand#' to '[no event]'
Time: 166361, Text event changed from 'what#' to '[no event]'
Time: 166465, Text event changed from 'I'm#' to '[no event]'
Time: 166621, Text event changed from 'kick-#' to '[no event]'
Time: 166775, Text event changed from 'in'#' to '[no event]'
Time: 166954, Text event changed from ''Cause#' to '[no event]'
Time: 167088, Text event changed from 'Snoop#' to '[no event]'
Time: 167230, Text event changed from 'is#' to '[no event]'
Time: 167343, Text event changed from 'on#' to '[no event]'
Time: 167461, Text event changed from 'the#' to '[no event]'
Time: 167564, Text event changed from 'mic#' to '[no event]'
Time: 167706, Text event changed from 'and#' to '[no event]'
Time: 167803, Text event changed from 'I#' to '[no event]'
Time: 167962, Text event changed from 'gets#' to '[no event]'
Time: 168269, Text event changed from 'wick-#' to '[no event]'
Time: 168424, Text event changed from 'ed#' to '[no event]'
Time: 168730, Text event changed from 'fol-#' to '[no event]'
Time: 168799, Text event changed from 'low#' to '[no event]'
Time: 168882, Text event changed from 'me#' to '[no event]'
Time: 169104, Text event changed from 'Lis-#' to '[no event]'
Time: 169249, Text event changed from 'ten#' to '[no event]'
Time: 169388, Text event changed from 'to#' to '[no event]'
Time: 169506, Text event changed from 'me#' to '[no event]'
Time: 169717, Text event changed from ''cause#' to '[no event]'
Time: 169835, Text event changed from 'I#' to '[no event]'
Time: 169958, Text event changed from 'do#' to '[no event]'
Time: 170086, Text event changed from 'you#' to '[no event]'
Time: 170204, Text event changed from 'like#' to '[no event]'
Time: 170330, Text event changed from 'you#' to '[no event]'
Time: 170435, Text event changed from 'wan-#' to '[no event]'
Time: 170502, Text event changed from 'na#' to '[no event]'
Time: 170582, Text event changed from 'be#' to '[no event]'
Time: 170689, Text event changed from 'done#' to '[no event]'
Time: 170967, Text event changed from 'Snoop#' to '[no event]'
Time: 171144, Text event changed from 'Dog-#' to '[no event]'
Time: 171326, Text event changed from 'gy#' to '[no event]'
Time: 171436, Text event changed from 'Dogg#' to '[no event]'
Time: 171640, Text event changed from 'on#' to '[no event]'
Time: 171768, Text event changed from 'this#' to '[no event]'
Time: 171931, Text event changed from 'three#' to '[no event]'
Time: 172164, Text event changed from 'two#' to '[no event]'
Time: 172350, Text event changed from 'one#' to '[no event]'
Time: 172611, Text event changed from 'um#' to '[no event]'
Time: 173098, Text event changed from 'Dum#' to '[no event]'
Time: 173546, Text event changed from 'did-#' to '[no event]'
Time: 173660, Text event changed from 'dy=#' to '[no event]'
Time: 173826, Text event changed from 'dum#' to '[no event]'
Time: 174021, Text event changed from 'as#' to '[no event]'
Time: 174145, Text event changed from 'I#' to '[no event]'
Time: 174317, Text event changed from 'come#' to '[no event]'
Time: 174507, Text event changed from 'with#' to '[no event]'
Time: 174644, Text event changed from 'the#' to '[no event]'
Time: 174779, Text event changed from 'gat#' to '[no event]'
Time: 175005, Text event changed from 'and#' to '[no event]'
Time: 175126, Text event changed from 'the#' to '[no event]'
Time: 175249, Text event changed from 'gui-#' to '[no event]'
Time: 175408, Text event changed from 'tar#' to '[no event]'
Time: 175598, Text event changed from 'was#' to '[no event]'
Time: 175774, Text event changed from 'strum#' to '[no event]'
Time: 176210, Text event changed from 'I'm#' to '[no event]'
Time: 176741, Text event changed from 'not#' to '[no event]'
Time: 176974, Text event changed from 'that#' to '[no event]'
Time: 177160, Text event changed from 'lu-#' to '[no event]'
