Differences found in track 'PART DRUMS':
Time: 351000, added: DRUM ROLL
Time: 234720, removed: HARD Red
Time: 234720, removed: MEDIUM Yellow
Time: 234720, removed: EXPERT Red
Time: 234720, removed: EXPERT Yellow
Time: 235185, added: MEDIUM Green
Time: 235185, added: EXPERT Yellow
Time: 235185, added: EXPERT Blue
Time: 235185, added: HARD Red
Time: 235185, added: MEDIUM Yellow
Time: 235185, added: EXPERT Red
Time: 235185, added: HARD Yellow
Time: 235185, added: LANE MARKER
Time: 235200, removed: MEDIUM Green
Time: 235200, removed: EXPERT Blue
Time: 235200, removed: HARD Yellow
Time: 235200, removed: HARD Red
Time: 235200, removed: MEDIUM Yellow
Time: 235200, removed: EXPERT Red
Time: 235200, removed: EXPERT Yellow
Time: 236145, added: HARD Blue
Time: 236145, added: EASY Red
Time: 236145, added: EXPERT Blue
Time: 236145, added: MEDIUM Red
Time: 236145, added: HARD Red
Time: 236145, added: MEDIUM Yellow
Time: 236145, added: EXPERT Red
Time: 236145, added: EXPERT Yellow
Time: 236145, added: LANE MARKER
Time: 236160, removed: HARD Blue
Time: 236160, removed: EASY Red
Time: 236160, removed: EXPERT Blue
Time: 236160, removed: MEDIUM Red
Time: 236160, removed: HARD Red
Time: 236160, removed: MEDIUM Yellow
Time: 236160, removed: EXPERT Red
Time: 236160, removed: EXPERT Yellow
Time: 236625, added: MEDIUM Green
Time: 236625, added: EXPERT Yellow
Time: 236625, added: EXPERT Blue
Time: 236625, added: HARD Red
Time: 236625, added: MEDIUM Yellow
Time: 236625, added: EXPERT Red
Time: 236625, added: HARD Yellow
Time: 236625, added: LANE MARKER
Time: 236640, removed: MEDIUM Green
Time: 236640, removed: EXPERT Blue
Time: 236640, removed: HARD Yellow
Time: 236640, removed: HARD Red
Time: 236640, removed: MEDIUM Yellow
Time: 236640, removed: EXPERT Red
Time: 236640, removed: EXPERT Yellow
Time: 237585, added: HARD Blue
Time: 237585, added: EASY Red
Time: 237585, added: EXPERT Blue
Time: 237585, added: MEDIUM Red
Time: 237585, added: HARD Red
Time: 237585, added: MEDIUM Yellow
Time: 237585, added: EXPERT Red
Time: 237585, added: EXPERT Yellow
Time: 237585, added: LANE MARKER
Time: 237600, removed: HARD Blue
Time: 237600, removed: EASY Red
Time: 237600, removed: EXPERT Blue
Time: 237600, removed: MEDIUM Red
Time: 237600, removed: HARD Red
Time: 237600, removed: MEDIUM Yellow
Time: 237600, removed: EXPERT Red
Time: 237600, removed: EXPERT Yellow
Time: 238065, added: MEDIUM Green
Time: 238065, added: EXPERT Yellow
Time: 238065, added: EXPERT Blue
Time: 238065, added: HARD Red
Time: 238065, added: MEDIUM Yellow
Time: 238065, added: EXPERT Red
Time: 238065, added: HARD Yellow
Time: 238065, added: LANE MARKER
Time: 238080, removed: MEDIUM Green
Time: 238080, removed: EXPERT Blue
Time: 238080, removed: HARD Yellow
Time: 238080, removed: HARD Red
Time: 238080, removed: MEDIUM Yellow
Time: 238080, removed: EXPERT Red
Time: 238080, removed: EXPERT Yellow
Time: 238545, added: MEDIUM Green
Time: 238545, added: EXPERT Yellow
Time: 238545, added: MEDIUM Red
Time: 238545, added: HARD Green
Time: 238545, added: HARD Red
Time: 238545, added: EXPERT Green
Time: 238545, added: EXPERT Red
Time: 238545, added: EASY Green
Time: 238545, added: LANE MARKER
Time: 238560, removed: MEDIUM Green
Time: 238560, removed: EASY Green
Time: 238560, removed: MEDIUM Red
Time: 238560, removed: HARD Green
Time: 238560, removed: HARD Red
Time: 238560, removed: EXPERT Green
Time: 238560, removed: EXPERT Red
Time: 238560, removed: EXPERT Yellow
Time: 244785, added: MEDIUM Green
Time: 244785, added: EXPERT Yellow
Time: 244785, added: EASY Red
Time: 244785, added: h2h note
Time: 244785, added: HARD Green
Time: 244785, added: MEDIUM Yellow
Time: 244785, added: EXPERT Green
Time: 244785, added: EXPERT Red
Time: 244785, added: HARD Yellow
Time: 244785, added: LANE MARKER
Time: 244800, removed: MEDIUM Green
Time: 244800, removed: EXPERT Yellow
Time: 244800, removed: EASY Red
Time: 244800, removed: h2h note
Time: 244800, removed: HARD Green
Time: 244800, removed: MEDIUM Yellow
Time: 244800, removed: EXPERT Green
Time: 244800, removed: EXPERT Red
Time: 244800, removed: HARD Yellow
Time: 246225, added: EXPERT Red
Time: 246225, added: EXPERT Yellow
Time: 246225, added: MEDIUM Red
Time: 246225, added: HARD Red
Time: 246225, added: MEDIUM Yellow
Time: 246225, added: EXPERT Green
Time: 246225, added: HARD Yellow
Time: 246225, added: EASY Green
Time: 246225, added: LANE MARKER
Time: 246240, removed: EXPERT Red
Time: 246240, removed: EASY Green
Time: 246240, removed: MEDIUM Red
Time: 246240, removed: HARD Red
Time: 246240, removed: MEDIUM Yellow
Time: 246240, removed: EXPERT Green
Time: 246240, removed: HARD Yellow
Time: 246240, removed: EXPERT Yellow
Time: 247185, added: MEDIUM Blue
Time: 247185, added: HARD Blue
Time: 247185, added: EASY Red
Time: 247185, added: EXPERT Blue
Time: 247185, added: MEDIUM Red
Time: 247185, added: HARD Red
Time: 247185, added: EXPERT Red
Time: 247185, added: EXPERT Yellow
Time: 247185, added: LANE MARKER
Time: 247200, removed: MEDIUM Blue
Time: 247200, removed: HARD Blue
Time: 247200, removed: EASY Red
Time: 247200, removed: EXPERT Blue
Time: 247200, removed: MEDIUM Red
Time: 247200, removed: HARD Red
Time: 247200, removed: EXPERT Red
Time: 247200, removed: EXPERT Yellow
Time: 247665, added: EXPERT Yellow
Time: 247665, added: HARD Blue
Time: 247665, added: EXPERT Blue
Time: 247665, added: HARD Yellow
Time: 247665, added: MEDIUM Red
Time: 247665, added: MEDIUM Yellow
Time: 247665, added: EXPERT Red
Time: 247665, added: EASY Green
Time: 247665, added: LANE MARKER
Time: 247680, removed: EXPERT Yellow
Time: 247680, removed: HARD Blue
Time: 247680, removed: EXPERT Blue
Time: 247680, removed: HARD Yellow
Time: 247680, removed: MEDIUM Red
Time: 247680, removed: MEDIUM Yellow
Time: 247680, removed: EXPERT Red
Time: 247680, removed: EASY Green
Time: 248625, added: MEDIUM Blue
Time: 248625, added: HARD Blue
Time: 248625, added: EXPERT Blue
Time: 248625, added: HARD Orange
Time: 248625, added: EASY Yellow
Time: 248625, added: EXPERT Orange
Time: 248625, added: MEDIUM Yellow
Time: 248625, added: EXPERT Yellow
Time: 248625, added: LANE MARKER
Time: 248640, removed: MEDIUM Blue
Time: 248640, removed: HARD Blue
Time: 248640, removed: EXPERT Blue
Time: 248640, removed: HARD Orange
Time: 248640, removed: EASY Yellow
Time: 248640, removed: EXPERT Orange
Time: 248640, removed: MEDIUM Yellow
Time: 248640, removed: EXPERT Yellow
Time: 249105, added: EXPERT Yellow
Time: 249105, added: EXPERT Blue
Time: 249105, added: HARD Orange
Time: 249105, added: MEDIUM Red
Time: 249105, added: EXPERT Orange
Time: 249105, added: MEDIUM Yellow
Time: 249105, added: HARD Yellow
Time: 249105, added: EASY Green
Time: 249105, added: LANE MARKER
Time: 249120, removed: EXPERT Yellow
Time: 249120, removed: EXPERT Blue
Time: 249120, removed: HARD Orange
Time: 249120, removed: MEDIUM Red
Time: 249120, removed: EXPERT Orange
Time: 249120, removed: MEDIUM Yellow
Time: 249120, removed: HARD Yellow
Time: 249120, removed: EASY Green
Time: 250065, added: MEDIUM Blue
Time: 250065, added: HARD Blue
Time: 250065, added: HARD Orange
Time: 250065, added: EXPERT Blue
Time: 250065, added: MEDIUM Red
Time: 250065, added: EASY Yellow
Time: 250065, added: EXPERT Orange
Time: 250065, added: EXPERT Yellow
Time: 250065, added: LANE MARKER
Time: 250080, removed: MEDIUM Blue
Time: 250080, removed: HARD Blue
Time: 250080, removed: HARD Orange
Time: 250080, removed: EXPERT Blue
Time: 250080, removed: MEDIUM Red
Time: 250080, removed: EASY Yellow
Time: 250080, removed: EXPERT Orange
Time: 250080, removed: EXPERT Yellow
Time: 250545, added: MEDIUM Green
Time: 250545, added: EXPERT Blue
Time: 250545, added: EASY Red
Time: 250545, added: h2h note
Time: 250545, added: EXPERT Orange
Time: 250545, added: h2h note
Time: 250545, added: HARD Green
Time: 250545, added: MEDIUM Yellow
Time: 250545, added: EXPERT Green
Time: 250545, added: HARD Yellow
Time: 250545, added: EXPERT Yellow
Time: 250545, added: LANE MARKER
Time: 250560, removed: MEDIUM Green
Time: 250560, removed: EXPERT Blue
Time: 250560, removed: EASY Red
Time: 250560, removed: h2h note
Time: 250560, removed: EXPERT Orange
Time: 250560, removed: h2h note
Time: 250560, removed: HARD Green
Time: 250560, removed: MEDIUM Yellow
Time: 250560, removed: EXPERT Green
Time: 250560, removed: HARD Yellow
Time: 250560, removed: EXPERT Yellow
Time: 253425, added: EXPERT Red
Time: 253425, added: h2h note
Time: 253425, added: EASY Yellow
Time: 253425, added: h2h note
Time: 253425, added: MEDIUM Red
Time: 253425, added: MEDIUM Yellow
Time: 253425, added: EXPERT Green
Time: 253425, added: HARD Red
Time: 253425, added: HARD Yellow
Time: 253425, added: EXPERT Yellow
Time: 253425, added: LANE MARKER
Time: 253440, removed: EXPERT Red
Time: 253440, removed: h2h note
Time: 253440, removed: MEDIUM Red
Time: 253440, removed: EASY Yellow
Time: 253440, removed: h2h note
Time: 253440, removed: MEDIUM Yellow
Time: 253440, removed: EXPERT Green
Time: 253440, removed: HARD Red
Time: 253440, removed: HARD Yellow
Time: 253440, removed: EXPERT Yellow
Time: 253905, added: MEDIUM Green
Time: 253905, added: HARD Yellow
Time: 253905, added: HARD Green
Time: 253905, added: MEDIUM Yellow
Time: 253905, added: EXPERT Green
Time: 253905, added: EXPERT Red
Time: 253905, added: EXPERT Yellow
Time: 253905, added: LANE MARKER
Time: 253920, removed: MEDIUM Green
Time: 253920, removed: HARD Green
Time: 253920, removed: EXPERT Yellow
Time: 253920, removed: MEDIUM Yellow
Time: 253920, removed: EXPERT Green
Time: 253920, removed: HARD Yellow
Time: 253920, removed: EXPERT Red
Time: 255345, added: EXPERT Red
Time: 255345, added: MEDIUM Red
Time: 255345, added: HARD Red
Time: 255345, added: MEDIUM Yellow
Time: 255345, added: EXPERT Green
Time: 255345, added: HARD Yellow
Time: 255345, added: EXPERT Yellow
Time: 255345, added: LANE MARKER
Time: 255360, removed: MEDIUM Red
Time: 255360, removed: HARD Red
Time: 255360, removed: EXPERT Yellow
Time: 255360, removed: MEDIUM Yellow
Time: 255360, removed: EXPERT Green
Time: 255360, removed: EXPERT Red
Time: 255360, removed: HARD Yellow
Time: 255825, added: MEDIUM Green
Time: 255825, added: EASY Red
Time: 255825, added: HARD Yellow
Time: 255825, added: HARD Green
Time: 255825, added: MEDIUM Yellow
Time: 255825, added: EXPERT Green
Time: 255825, added: EXPERT Red
Time: 255825, added: EXPERT Yellow
Time: 255825, added: LANE MARKER
Time: 255840, removed: MEDIUM Green
Time: 255840, removed: EASY Red
Time: 255840, removed: HARD Yellow
Time: 255840, removed: HARD Green
Time: 255840, removed: MEDIUM Yellow
Time: 255840, removed: EXPERT Green
Time: 255840, removed: EXPERT Red
Time: 255840, removed: EXPERT Yellow
Time: 256305, added: EXPERT Red
Time: 256305, added: OVERDRIVE
Time: 256305, added: MEDIUM Red
Time: 256305, added: EASY Yellow
Time: 256305, added: HARD Red
Time: 256305, added: MEDIUM Yellow
Time: 256305, added: EXPERT Green
Time: 256305, added: h2h note
Time: 256305, added: HARD Yellow
Time: 256305, added: EXPERT Yellow
Time: 256305, added: LANE MARKER
Time: 256320, removed: EXPERT Red
Time: 256320, removed: OVERDRIVE
Time: 256320, removed: MEDIUM Red
Time: 256320, removed: EASY Yellow
Time: 256320, removed: HARD Red
Time: 256320, removed: MEDIUM Yellow
Time: 256320, removed: EXPERT Green
Time: 256320, removed: h2h note
Time: 256320, removed: HARD Yellow
Time: 256320, removed: EXPERT Yellow
Time: 257745, added: MEDIUM Green
Time: 257745, added: EASY Red
Time: 257745, added: HARD Yellow
Time: 257745, added: OVERDRIVE
Time: 257745, added: HARD Green
Time: 257745, added: MEDIUM Yellow
Time: 257745, added: EXPERT Green
Time: 257745, added: EXPERT Red
Time: 257745, added: EXPERT Yellow
Time: 257745, added: LANE MARKER
Time: 257760, removed: MEDIUM Green
Time: 257760, removed: EASY Red
Time: 257760, removed: HARD Yellow
Time: 257760, removed: OVERDRIVE
Time: 257760, removed: HARD Green
Time: 257760, removed: MEDIUM Yellow
Time: 257760, removed: EXPERT Green
Time: 257760, removed: EXPERT Red
Time: 257760, removed: EXPERT Yellow
Time: 259185, added: EXPERT Red
Time: 259185, added: MEDIUM Red
Time: 259185, added: EASY Yellow
Time: 259185, added: HARD Red
Time: 259185, added: MEDIUM Yellow
Time: 259185, added: EXPERT Green
Time: 259185, added: HARD Yellow
Time: 259185, added: EXPERT Yellow
Time: 259185, added: LANE MARKER
Time: 259200, removed: EXPERT Red
Time: 259200, removed: MEDIUM Red
Time: 259200, removed: EASY Yellow
Time: 259200, removed: HARD Red
Time: 259200, removed: MEDIUM Yellow
Time: 259200, removed: EXPERT Green
Time: 259200, removed: HARD Yellow
Time: 259200, removed: EXPERT Yellow
Time: 259665, added: MEDIUM Green
Time: 259665, added: HARD Yellow
Time: 259665, added: HARD Green
Time: 259665, added: MEDIUM Yellow
Time: 259665, added: EXPERT Green
Time: 259665, added: EXPERT Red
Time: 259665, added: EXPERT Yellow
Time: 259665, added: LANE MARKER
Time: 259680, removed: MEDIUM Green
Time: 259680, removed: HARD Green
Time: 259680, removed: EXPERT Yellow
Time: 259680, removed: MEDIUM Yellow
Time: 259680, removed: EXPERT Green
Time: 259680, removed: HARD Yellow
Time: 259680, removed: EXPERT Red
Time: 261825, added: EXPERT Green
Time: 261825, added: HARD Green
Time: 261825, added: EXPERT Yellow
Time: 261825, added: LANE MARKER
Time: 261840, removed: EXPERT Green
Time: 261840, removed: HARD Green
Time: 261840, removed: EXPERT Yellow
Time: 262080, added: LANE MARKER
Time: 267345, added: EASY Red
Time: 267345, added: MEDIUM Red
Time: 267345, added: HARD Red
Time: 267345, added: EXPERT Green
Time: 267345, added: EXPERT Red
Time: 267345, added: LANE MARKER
Time: 267360, removed: EASY Red
Time: 267360, removed: MEDIUM Red
Time: 267360, removed: HARD Red
Time: 267360, removed: EXPERT Green
Time: 267360, removed: EXPERT Red
Time: 267825, added: HARD Blue
Time: 267825, added: EXPERT Blue
Time: 267825, added: h2h note
Time: 267825, added: MEDIUM Red
Time: 267825, added: h2h note
Time: 267825, added: HARD Red
Time: 267825, added: MEDIUM Yellow
Time: 267825, added: EXPERT Red
Time: 267825, added: EASY Green
Time: 267825, added: LANE MARKER
Time: 267840, removed: HARD Blue
Time: 267840, removed: EXPERT Blue
Time: 267840, removed: h2h note
Time: 267840, removed: MEDIUM Red
Time: 267840, removed: h2h note
Time: 267840, removed: HARD Red
Time: 267840, removed: MEDIUM Yellow
Time: 267840, removed: EXPERT Red
Time: 267840, removed: EASY Green
Time: 269265, added: EXPERT Yellow
Time: 269265, added: MEDIUM Blue
Time: 269265, added: HARD Blue
Time: 269265, added: EXPERT Blue
Time: 269265, added: EASY Red
Time: 269265, added: MEDIUM Red
Time: 269265, added: EXPERT Red
Time: 269265, added: HARD Yellow
Time: 269265, added: LANE MARKER
Time: 269280, removed: EXPERT Yellow
Time: 269280, removed: MEDIUM Blue
Time: 269280, removed: HARD Blue
Time: 269280, removed: EXPERT Blue
Time: 269280, removed: EASY Red
Time: 269280, removed: MEDIUM Red
Time: 269280, removed: EXPERT Red
Time: 269280, removed: HARD Yellow
Time: 270705, added: MEDIUM Blue
Time: 270705, added: HARD Blue
Time: 270705, added: EXPERT Blue
Time: 270705, added: HARD Orange
Time: 270705, added: EASY Yellow
Time: 270705, added: EXPERT Orange
Time: 270705, added: MEDIUM Yellow
Time: 270705, added: EXPERT Yellow
Time: 270705, added: LANE MARKER
Time: 270720, removed: MEDIUM Blue
Time: 270720, removed: HARD Blue
Time: 270720, removed: EXPERT Blue
Time: 270720, removed: HARD Orange
Time: 270720, removed: EASY Yellow
Time: 270720, removed: EXPERT Orange
Time: 270720, removed: MEDIUM Yellow
Time: 270720, removed: EXPERT Yellow
Time: 271185, added: MEDIUM Blue
Time: 271185, added: HARD Blue
Time: 271185, added: EXPERT Blue
Time: 271185, added: MEDIUM Red
Time: 271185, added: EXPERT Orange
Time: 271185, added: HARD Yellow
Time: 271185, added: EXPERT Yellow
Time: 271185, added: LANE MARKER
Time: 271200, removed: EXPERT Blue
Time: 271200, removed: MEDIUM Red
Time: 271200, removed: EXPERT Orange
Time: 271200, removed: HARD Yellow
Time: 271200, removed: MEDIUM Blue
Time: 271200, removed: EXPERT Yellow
Time: 271200, removed: HARD Blue
Time: 271665, added: MEDIUM Green
Time: 271665, added: HARD Blue
Time: 271665, added: EXPERT Blue
Time: 271665, added: EASY Red
Time: 271665, added: HARD Red
Time: 271665, added: MEDIUM Yellow
Time: 271665, added: EXPERT Red
Time: 271665, added: EXPERT Yellow
Time: 271665, added: LANE MARKER
Time: 271680, removed: MEDIUM Green
Time: 271680, removed: HARD Blue
Time: 271680, removed: EXPERT Blue
Time: 271680, removed: EASY Red
Time: 271680, removed: HARD Red
Time: 271680, removed: MEDIUM Yellow
Time: 271680, removed: EXPERT Red
Time: 271680, removed: EXPERT Yellow
Time: 272145, added: EXPERT Yellow
Time: 272145, added: EXPERT Blue
Time: 272145, added: MEDIUM Red
Time: 272145, added: EASY Yellow
Time: 272145, added: HARD Red
Time: 272145, added: MEDIUM Yellow
Time: 272145, added: EXPERT Red
Time: 272145, added: HARD Yellow
Time: 272145, added: LANE MARKER
Time: 272160, removed: EXPERT Yellow
Time: 272160, removed: EXPERT Blue
Time: 272160, removed: MEDIUM Red
Time: 272160, removed: EASY Yellow
Time: 272160, removed: HARD Red
Time: 272160, removed: MEDIUM Yellow
Time: 272160, removed: EXPERT Red
Time: 272160, removed: HARD Yellow
Time: 272625, added: MEDIUM Green
Time: 272625, added: HARD Yellow
Time: 272625, added: HARD Green
Time: 272625, added: MEDIUM Yellow
Time: 272625, added: EXPERT Green
Time: 272625, added: EXPERT Red
Time: 272625, added: EXPERT Yellow
Time: 272625, added: LANE MARKER
Time: 272640, removed: MEDIUM Green
Time: 272640, removed: HARD Green
Time: 272640, removed: EXPERT Yellow
Time: 272640, removed: MEDIUM Yellow
Time: 272640, removed: EXPERT Green
Time: 272640, removed: HARD Yellow
Time: 272640, removed: EXPERT Red
Time: 273105, added: MEDIUM Green
Time: 273105, added: EXPERT Red
Time: 273105, added: EASY Red
Time: 273105, added: HARD Green
Time: 273105, added: MEDIUM Yellow
Time: 273105, added: EXPERT Green
Time: 273105, added: HARD Yellow
Time: 273105, added: EXPERT Yellow
Time: 273105, added: LANE MARKER
Time: 273120, removed: MEDIUM Green
Time: 273120, removed: EXPERT Red
Time: 273120, removed: EASY Red
Time: 273120, removed: HARD Green
Time: 273120, removed: MEDIUM Yellow
Time: 273120, removed: EXPERT Green
Time: 273120, removed: HARD Yellow
Time: 273120, removed: EXPERT Yellow
Time: 273240, added: LANE MARKER
Time: 273585, added: MEDIUM Green
Time: 273585, added: EXPERT Red
Time: 273585, added: EASY Red
Time: 273585, added: HARD Green
Time: 273585, added: MEDIUM Yellow
Time: 273585, added: EXPERT Green
Time: 273585, added: HARD Yellow
Time: 273585, added: EXPERT Yellow
Time: 273585, added: LANE MARKER
Time: 273600, removed: MEDIUM Green
Time: 273600, removed: EXPERT Red
Time: 273600, removed: EASY Red
Time: 273600, removed: HARD Green
Time: 273600, removed: MEDIUM Yellow
Time: 273600, removed: EXPERT Green
Time: 273600, removed: HARD Yellow
Time: 273600, removed: EXPERT Yellow
Time: 273720, added: LANE MARKER
Time: 275025, added: EXPERT Red
Time: 275025, added: MEDIUM Red
Time: 275025, added: EASY Yellow
Time: 275025, added: HARD Red
Time: 275025, added: MEDIUM Yellow
Time: 275025, added: EXPERT Green
Time: 275025, added: HARD Yellow
Time: 275025, added: EXPERT Yellow
Time: 275025, added: LANE MARKER
Time: 275040, removed: EXPERT Red
Time: 275040, removed: MEDIUM Red
Time: 275040, removed: EASY Yellow
Time: 275040, removed: HARD Red
Time: 275040, removed: MEDIUM Yellow
Time: 275040, removed: EXPERT Green
Time: 275040, removed: HARD Yellow
Time: 275040, removed: EXPERT Yellow
Time: 276465, added: MEDIUM Green
Time: 276465, added: EASY Red
Time: 276465, added: HARD Yellow
Time: 276465, added: HARD Green
Time: 276465, added: MEDIUM Yellow
Time: 276465, added: EXPERT Green
Time: 276465, added: EXPERT Red
Time: 276465, added: EXPERT Yellow
Time: 276465, added: LANE MARKER
Time: 276480, removed: MEDIUM Green
Time: 276480, removed: EASY Red
Time: 276480, removed: HARD Yellow
Time: 276480, removed: HARD Green
Time: 276480, removed: MEDIUM Yellow
Time: 276480, removed: EXPERT Green
Time: 276480, removed: EXPERT Red
Time: 276480, removed: EXPERT Yellow
Time: 277905, added: MEDIUM Green
Time: 277905, added: EXPERT Yellow
Time: 277905, added: MEDIUM Red
Time: 277905, added: HARD Green
Time: 277905, added: HARD Red
Time: 277905, added: EXPERT Green
Time: 277905, added: EASY Green
Time: 277905, added: LANE MARKER
Time: 277920, removed: MEDIUM Green
Time: 277920, removed: MEDIUM Red
Time: 277920, removed: HARD Green
Time: 277920, removed: EXPERT Yellow
Time: 277920, removed: HARD Red
Time: 277920, removed: EXPERT Green
Time: 277920, removed: EASY Green
Time: 278385, added: MEDIUM Green
Time: 278385, added: HARD Green
Time: 278385, added: MEDIUM Yellow
Time: 278385, added: EXPERT Green
Time: 278385, added: HARD Yellow
Time: 278385, added: EXPERT Yellow
Time: 278385, added: LANE MARKER
Time: 278400, removed: MEDIUM Green
Time: 278400, removed: HARD Green
Time: 278400, removed: MEDIUM Yellow
Time: 278400, removed: EXPERT Green
Time: 278400, removed: HARD Yellow
Time: 278400, removed: EXPERT Yellow
Time: 278865, added: MEDIUM Green
Time: 278865, added: EXPERT Yellow
Time: 278865, added: MEDIUM Red
Time: 278865, added: HARD Green
Time: 278865, added: HARD Red
Time: 278865, added: EXPERT Green
Time: 278865, added: EASY Green
Time: 278865, added: LANE MARKER
Time: 278880, removed: MEDIUM Green
Time: 278880, removed: MEDIUM Red
Time: 278880, removed: HARD Green
Time: 278880, removed: EXPERT Yellow
Time: 278880, removed: HARD Red
Time: 278880, removed: EXPERT Green
Time: 278880, removed: EASY Green
Time: 279345, added: MEDIUM Green
Time: 279345, added: EASY Red
Time: 279345, added: HARD Green
Time: 279345, added: MEDIUM Yellow
Time: 279345, added: EXPERT Green
Time: 279345, added: HARD Yellow
Time: 279345, added: EXPERT Yellow
Time: 279345, added: LANE MARKER
Time: 279360, removed: MEDIUM Green
Time: 279360, removed: EASY Red
Time: 279360, removed: HARD Green
Time: 279360, removed: MEDIUM Yellow
Time: 279360, removed: EXPERT Green
Time: 279360, removed: HARD Yellow
Time: 279360, removed: EXPERT Yellow
Time: 280065, added: EXPERT Green
Time: 280065, added: HARD Green
Time: 280065, added: EXPERT Yellow
Time: 280065, added: LANE MARKER
Time: 280080, removed: EXPERT Green
Time: 280080, removed: HARD Green
Time: 280080, removed: EXPERT Yellow
Time: 282240, added: LANE MARKER
Time: 283800, added: LANE MARKER
Time: 285040, added: LANE MARKER
Time: 288945, added: EXPERT Blue
Time: 288945, added: HARD Orange
Time: 288945, added: EASY Yellow
Time: 288945, added: EXPERT Red
Time: 288945, added: MEDIUM Blue
Time: 288945, added: LANE MARKER
Time: 288960, removed: EXPERT Blue
Time: 288960, removed: HARD Orange
Time: 288960, removed: EASY Yellow
Time: 288960, removed: EXPERT Red
Time: 288960, removed: MEDIUM Blue
Time: 290880, added: LANE MARKER
Time: 296145, added: MEDIUM Green
Time: 296145, added: HARD Green
Time: 296145, added: EASY Green
Time: 296145, added: EXPERT Green
Time: 296145, added: EXPERT Yellow
Time: 296145, added: LANE MARKER
Time: 296160, removed: MEDIUM Green
Time: 296160, removed: HARD Green
Time: 296160, removed: EXPERT Yellow
Time: 296160, removed: EXPERT Green
Time: 296160, removed: EASY Green
Time: 302400, added: LANE MARKER
Time: 303825, added: EXPERT Blue
Time: 303825, added: MEDIUM Red
Time: 303825, added: HARD Red
Time: 303825, added: EXPERT Red
Time: 303825, added: EASY Green
Time: 303825, added: LANE MARKER
Time: 303840, removed: EXPERT Blue
Time: 303840, removed: MEDIUM Red
Time: 303840, removed: HARD Red
Time: 303840, removed: EXPERT Red
Time: 303840, removed: EASY Green
Time: 308160, added: LANE MARKER
Time: 312465, added: MEDIUM Green
Time: 312465, added: EASY Red
Time: 312465, added: HARD Green
Time: 312465, added: h2h note
Time: 312465, added: EXPERT Green
Time: 312465, added: EXPERT Yellow
Time: 312465, added: LANE MARKER
Time: 312480, removed: MEDIUM Green
Time: 312480, removed: EASY Red
Time: 312480, removed: HARD Green
Time: 312480, removed: h2h note
Time: 312480, removed: EXPERT Green
Time: 312480, removed: EXPERT Yellow
Time: 313840, added: LANE MARKER
Time: 319185, added: MEDIUM Green
Time: 319185, added: EASY Red
Time: 319185, added: HARD Green
Time: 319185, added: EXPERT Green
Time: 319185, added: EXPERT Yellow
Time: 319185, added: LANE MARKER
Time: 319200, removed: MEDIUM Green
Time: 319200, removed: EASY Red
Time: 319200, removed: HARD Green
Time: 319200, removed: EXPERT Green
Time: 319200, removed: EXPERT Yellow
Time: 331120, added: LANE MARKER
Time: 335640, added: LANE MARKER
Time: 350880, added: LANE MARKER
Time: 356480, added: LANE MARKER
Time: 356639, added: h2h note
Time: 356639, added: h2h note
Time: 356640, removed: h2h note
Time: 356640, removed: h2h note
Text differences found in track 'PART GUITAR':
Time: 356639, Text event changed from '[no event]' to '[idle_realtime]'
Time: 356640, Text event changed from '[idle_realtime]' to '[no event]'
