New track in update: 'HARM1'
New track in update: 'HARM2'
New track in update: 'HARM3'
New track in update: 'PART KEYS'
New track in update: 'PART KEYS_ANIM_LH'
New track in update: 'PART KEYS_ANIM_RH'
New track in update: 'PART REAL_KEYS_E'
New track in update: 'PART REAL_KEYS_H'
New track in update: 'PART REAL_KEYS_M'
New track in update: 'PART REAL_KEYS_X'
Differences found in track 'PART BASS':
Time: 11040, removed: Unknown Note (105), Unknown Note (106)
Time: 19198, removed: Unknown Note (106)
Time: 77248, removed: Unknown Note (106)
Time: 80818, removed: Unknown Note (106)
Time: 84958, removed: Unknown Note (106)
Time: 89128, removed: Unknown Note (106)
Time: 93536, removed: Unknown Note (106)
Time: 98488, removed: Unknown Note (106), added: Phrase Marker
Time: 105870, removed: Unknown Note (106), added: Phrase Marker
Time: 109648, removed: Unknown Note (106)
Time: 113638, removed: Unknown Note (106)
Time: 117538, removed: Unknown Note (106)
Time: 127170, removed: Unknown Note (106)
Time: 131458, removed: Unknown Note (106)
Time: 134850, removed: Unknown Note (106)
Time: 138688, removed: Unknown Note (106)
Time: 142948, removed: Unknown Note (106)
Time: 146368, removed: Unknown Note (106)
Time: 150118, removed: Unknown Note (106)
Time: 154048, removed: Unknown Note (106)
Time: 158338, removed: Unknown Note (106)
Time: 162664, removed: Unknown Note (106)
Time: 190560, removed: Unknown Note (106), added: Phrase Marker
Time: 194278, removed: Unknown Note (106), added: Phrase Marker
Time: 198148, removed: Unknown Note (106)
Time: 205620, removed: Unknown Note (106)
Time: 209338, removed: Unknown Note (106)
Time: 213208, removed: Unknown Note (106)
Time: 216238, removed: Unknown Note (106)
Time: 219204, removed: Unknown Note (106)
Time: 223132, removed: Unknown Note (106)
Time: 227458, removed: Unknown Note (106)
Time: 230788, removed: Unknown Note (106)
Time: 234508, removed: Unknown Note (106)
Time: 238558, removed: Unknown Note (106)
Time: 242788, removed: Unknown Note (106)
Time: 247113, removed: Unknown Note (106)
Time: 251788, removed: Unknown Note (106)
Text differences found in track 'PART VOCALS':
Time: 0, Text event changed from '[idle_realtime]' to '[no event]'
Time: 960, Text event changed from '[no event]' to '[idle_realtime]'
Time: 20538, Text event changed from '+' to '[no event]'
Time: 29992, Text event changed from '+' to '[no event]'
Time: 37683, Text event changed from '+' to '[no event]'
Time: 38190, Text event changed from '+' to '[no event]'
Time: 44369, Text event changed from 'And' to '[no event]'
Time: 60705, Text event changed from '+' to '[no event]'
Time: 68424, Text event changed from '+' to '[no event]'
Time: 78930, Text event changed from '+' to '[no event]'
Time: 86580, Text event changed from '+' to '[no event]'
Time: 140340, Text event changed from '+' to '[no event]'
Time: 148020, Text event changed from '+' to '[no event]'
Time: 155700, Text event changed from '+' to '[no event]'
Time: 207777, Text event changed from '+' to '[no event]'
Time: 215863, Text event changed from '+' to '[no event]'
Time: 224820, Text event changed from '+' to '[no event]'
Time: 232500, Text event changed from '+' to '[no event]'
Time: 240180, Text event changed from '+' to '[no event]'
