New track in update: 'leaderlessandself_rbn'
Differences found in track 'PART DRUMS':
Time: 18480, removed: MEDIUM Blue, HARD Blue, EASY Blue, added: MEDIUM Green, EASY Green, HARD Green
Time: 18600, removed: MEDIUM Blue, HARD Blue, EASY Blue, added: MEDIUM Green, EASY Green, HARD Green
Time: 18720, removed: MEDIUM Blue, HARD Blue, EASY Blue, added: MEDIUM Green, EASY Green, HARD Green
Time: 18840, removed: MEDIUM Blue, HARD Blue, EASY Blue, added: MEDIUM Green, EASY Green, HARD Green
Time: 18960, removed: EXPERT Green, added: EXPERT Blue
Time: 91560, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 91680, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 91800, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 91920, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 92040, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 92160, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 92280, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 92400, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 92520, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 92640, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 92760, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 92880, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 93000, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 93120, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 93240, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 93360, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 93480, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 93840, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 93960, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 94080, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 94200, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 94320, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 94440, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 94560, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 94680, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Yellow, EASY Yellow, EXPERT Yellow, MEDIUM Yellow
Time: 94800, removed: EXPERT Green, MEDIUM Green, EASY Green, HARD Green, added: TOM GEMS PAD 3, EASY Yellow, MEDIUM Yellow, HARD Yellow, EXPERT Yellow, TOM GEMS PAD 2
Time: 94920, removed: EXPERT Green, MEDIUM Green, EASY Green, HARD Green, added: TOM GEMS PAD 3, EASY Yellow, MEDIUM Yellow, HARD Yellow, EXPERT Yellow, TOM GEMS PAD 2
Time: 95040, added: TOM GEMS PAD 3, TOM GEMS PAD 4
Time: 95160, added: TOM GEMS PAD 3, TOM GEMS PAD 4
Time: 95280, added: TOM GEMS PAD 2
Time: 95400, added: TOM GEMS PAD 2
Time: 99000, added: TOM GEMS PAD 2
Time: 99120, added: TOM GEMS PAD 2
Time: 100200, added: TOM GEMS PAD 2
Time: 100320, added: TOM GEMS PAD 3, TOM GEMS PAD 2
Time: 100440, added: TOM GEMS PAD 3
Time: 103800, added: TOM GEMS PAD 2
Time: 103920, added: TOM GEMS PAD 2
Time: 119040, added: TOM GEMS PAD 4
Time: 119160, added: TOM GEMS PAD 4
Time: 119280, added: TOM GEMS PAD 4
Time: 119400, added: TOM GEMS PAD 4
Time: 119640, added: TOM GEMS PAD 4
Time: 119760, added: TOM GEMS PAD 4
Time: 120120, added: TOM GEMS PAD 4
Time: 120240, added: TOM GEMS PAD 4
Time: 120480, added: TOM GEMS PAD 4
Time: 120600, added: TOM GEMS PAD 4
Time: 120960, added: TOM GEMS PAD 4
Time: 121080, added: TOM GEMS PAD 4
Time: 121200, added: TOM GEMS PAD 4
Time: 121320, added: TOM GEMS PAD 4
Time: 121560, added: TOM GEMS PAD 4
Time: 121680, added: TOM GEMS PAD 4
Time: 122040, added: TOM GEMS PAD 4
Time: 122160, added: TOM GEMS PAD 4
Time: 122400, added: TOM GEMS PAD 4
Time: 122520, added: TOM GEMS PAD 4
Time: 122640, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Green, EXPERT Green, EASY Green, MEDIUM Green, EXPERT Yellow
Time: 122760, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Green, EXPERT Green, EASY Green, MEDIUM Green, EXPERT Yellow
Time: 122880, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Green, EXPERT Green, EASY Green, MEDIUM Green, EXPERT Yellow
Time: 123000, removed: MEDIUM Blue, HARD Blue, EASY Blue, EXPERT Blue, added: HARD Green, EXPERT Green, EASY Green, MEDIUM Green, EXPERT Yellow
Text differences found in track 'PART DRUMS':
Time: 144479, Text event changed from '[no event]' to '[idle_realtime]'
Time: 144480, Text event changed from '[idle_realtime]' to '[no event]'
