New track in update: 'PART REAL_BASS'
New track in update: 'PART REAL_GUITAR'
New track in update: 'PART REAL_GUITAR_22'
Differences found in track 'PART GUITAR':
Time: 65034, added: Solo Marker
Time: 109800, removed: EXPERT Red
Time: 109808, added: HARD Red
Time: 109808, added: EXPERT Red
Time: 109920, removed: HARD Yellow
Time: 109920, removed: MEDIUM Yellow
Time: 109920, removed: EXPERT Yellow
Time: 109928, added: HARD Yellow
Time: 109928, added: MEDIUM Yellow
Time: 109928, added: EXPERT Yellow
Time: 110040, removed: EXPERT Yellow
Time: 110040, removed: MEDIUM Yellow
Time: 110040, removed: HARD Yellow
Time: 110048, added: EXPERT Yellow
Time: 110048, added: MEDIUM Yellow
Time: 110048, added: HARD Yellow
Time: 110160, removed: EXPERT Red
Time: 110160, removed: HARD Red
Time: 110168, added: EXPERT Red
Time: 110168, added: HARD Red
Time: 110280, removed: HARD Red
Time: 110280, removed: EXPERT Red
Time: 110288, added: HARD Red
Time: 110288, added: EXPERT Red
Time: 110400, removed: HARD Green
Time: 110400, removed: EXPERT Green
Time: 110400, removed: EASY Green
Time: 110400, removed: MEDIUM Green
Time: 110408, added: HARD Green
Time: 110408, added: EXPERT Green
Time: 110408, added: EASY Green
Time: 110408, added: MEDIUM Green
Time: 111360, removed: EXPERT Green
Time: 111360, removed: HARD Green
Time: 111360, removed: EASY Green
Time: 111360, removed: MEDIUM Green
Time: 111368, added: EXPERT Green
Time: 111368, added: HARD Green
Time: 111368, added: EASY Green
Time: 111368, added: MEDIUM Green
Time: 157199, added: Solo Marker
Time: 157200, removed: Solo Marker
Time: 187919, added: Solo Marker
Time: 187920, removed: Solo Marker
