New track in update: 'PART KEYS'
New track in update: 'PART KEYS_ANIM_LH'
New track in update: 'PART KEYS_ANIM_RH'
New track in update: 'PART REAL_KEYS_E'
New track in update: 'PART REAL_KEYS_H'
New track in update: 'PART REAL_KEYS_M'
New track in update: 'PART REAL_KEYS_X'
Differences found in track 'PART DRUMS':
Time: 12800, removed: TOM GEMS PAD 3
Time: 284960, added: EXPERT 2xKick
Time: 285280, added: EXPERT 2xKick
Time: 285600, added: EXPERT 2xKick
Time: 285920, added: EXPERT 2xKick
Time: 286080, removed: TOM GEMS PAD 3
Time: 286240, added: TOM GEMS PAD 3, EXPERT 2xKick
Time: 286560, added: EXPERT 2xKick
Time: 286880, added: EXPERT 2xKick
Time: 287200, added: EXPERT 2xKick, TOM GEMS PAD 2
Time: 287520, added: TOM GEMS PAD 3, EXPERT 2xKick
Time: 287840, added: EXPERT 2xKick, TOM GEMS PAD 4
Time: 287950, removed: HARD Green
Time: 287950, removed: DRUM FILL
Time: 287950, removed: TOM GEMS PAD 3
Time: 287950, removed: HARD Kick
Time: 287950, removed: EXPERT Green
Time: 287950, removed: TOM GEMS PAD 4
Time: 287950, removed: DRUM FILL
Time: 287950, removed: EASY Green
Time: 287950, removed: DRUM FILL
Time: 287950, removed: EXPERT Kick
Time: 287950, removed: MEDIUM Green
Time: 287950, removed: TOM GEMS PAD 2
Time: 287950, removed: MEDIUM Kick
Time: 287950, removed: DRUM FILL
Time: 287950, removed: DRUM FILL (use all 5)
Time: 288000, added: HARD Green
Time: 288000, added: DRUM FILL
Time: 288000, added: EXPERT Green
Time: 288000, added: HARD Kick
Time: 288000, added: DRUM FILL
Time: 288000, added: EXPERT Kick
Time: 288000, added: EASY Green
Time: 288000, added: DRUM FILL
Time: 288000, added: MEDIUM Green
Time: 288000, added: MEDIUM Kick
Time: 288000, added: DRUM FILL
Time: 288000, added: DRUM FILL (use all 5)
Time: 288160, added: EXPERT 2xKick
Time: 288480, added: EXPERT 2xKick
Time: 288800, added: EXPERT 2xKick
Time: 289120, added: EXPERT 2xKick
Time: 289440, added: EXPERT 2xKick
Time: 289760, added: EXPERT 2xKick
Time: 290080, added: EXPERT 2xKick
Time: 290400, added: EXPERT 2xKick
Time: 290720, added: EXPERT 2xKick
Time: 291040, added: EXPERT 2xKick
Time: 291360, added: EXPERT 2xKick
Time: 291680, added: EXPERT 2xKick
Time: 291930, added: EXPERT 2xKick
Time: 292030, added: EXPERT 2xKick
Time: 292320, added: EXPERT 2xKick
Time: 292640, added: EXPERT 2xKick
Time: 292960, added: EXPERT 2xKick
Time: 293280, added: EXPERT 2xKick
Time: 293600, added: EXPERT 2xKick
Time: 293920, added: EXPERT 2xKick
Time: 294240, added: EXPERT 2xKick
Time: 294560, added: EXPERT 2xKick
Time: 294880, added: EXPERT 2xKick
Time: 295200, added: EXPERT 2xKick
Time: 295520, added: EXPERT 2xKick
Time: 295840, added: EXPERT 2xKick
Time: 296160, added: EXPERT 2xKick
Time: 296480, added: EXPERT 2xKick
Time: 296800, added: EXPERT 2xKick
Time: 297120, added: EXPERT 2xKick
Time: 297440, added: EXPERT 2xKick
Time: 297760, added: EXPERT 2xKick
Time: 298080, added: EXPERT 2xKick
Time: 298400, added: EXPERT 2xKick
Time: 298720, added: EXPERT 2xKick
Time: 299040, added: EXPERT 2xKick
Time: 299360, added: EXPERT 2xKick
Time: 299680, added: EXPERT 2xKick
Time: 300000, added: EXPERT 2xKick
Time: 300320, added: EXPERT 2xKick
Time: 300640, added: EXPERT 2xKick
Time: 300960, added: EXPERT 2xKick
Time: 309600, added: EXPERT 2xKick
Time: 309920, added: EXPERT 2xKick
Time: 310240, added: EXPERT 2xKick
Time: 310560, added: EXPERT 2xKick
Time: 310880, added: EXPERT 2xKick
Time: 311200, added: EXPERT 2xKick
Time: 311520, added: EXPERT 2xKick
Time: 311840, added: EXPERT 2xKick
Time: 312160, added: EXPERT 2xKick
Time: 312480, added: EXPERT 2xKick
Time: 312800, added: EXPERT 2xKick
Time: 313120, added: EXPERT 2xKick
Time: 313440, added: EXPERT 2xKick
Time: 313760, added: EXPERT 2xKick
Time: 314080, added: EXPERT 2xKick
Time: 314400, added: EXPERT 2xKick
Time: 314720, added: EXPERT 2xKick
Time: 315040, added: EXPERT 2xKick
Time: 315360, added: EXPERT 2xKick
Time: 315680, added: EXPERT 2xKick
Time: 316000, added: EXPERT 2xKick
Time: 316320, added: EXPERT 2xKick
Time: 316640, added: EXPERT 2xKick
Time: 316960, added: EXPERT 2xKick
Time: 317280, added: EXPERT 2xKick
Time: 317600, added: EXPERT 2xKick
Time: 317920, added: EXPERT 2xKick
Time: 318240, added: EXPERT 2xKick
Time: 318560, added: EXPERT 2xKick
Time: 318810, added: EXPERT 2xKick
Time: 318910, added: EXPERT 2xKick
Time: 319200, added: EXPERT 2xKick
Time: 319520, added: EXPERT 2xKick
Time: 319840, added: EXPERT 2xKick
Time: 320160, added: EXPERT 2xKick
Time: 320480, added: EXPERT 2xKick
Time: 320760, added: EXPERT 2xKick
Time: 321120, added: EXPERT 2xKick
Time: 321440, added: EXPERT 2xKick
Time: 321760, added: EXPERT 2xKick
Time: 322080, added: EXPERT 2xKick
Time: 322400, added: EXPERT 2xKick
Time: 322720, added: EXPERT 2xKick
Time: 323040, added: EXPERT 2xKick
Time: 323360, added: EXPERT 2xKick
Time: 323680, added: EXPERT 2xKick
Time: 324000, added: EXPERT 2xKick
Time: 324320, added: EXPERT 2xKick
Time: 324640, added: EXPERT 2xKick
Time: 324960, added: EXPERT 2xKick
Time: 325280, added: EXPERT 2xKick
Time: 325600, added: EXPERT 2xKick
Time: 325920, added: EXPERT 2xKick
Time: 326240, added: EXPERT 2xKick
Time: 326560, added: EXPERT 2xKick
Time: 326880, added: EXPERT 2xKick
Time: 327200, added: EXPERT 2xKick
Time: 327520, added: EXPERT 2xKick
Time: 327840, added: EXPERT 2xKick
Time: 328160, added: EXPERT 2xKick
Time: 328410, added: EXPERT 2xKick
Time: 328510, added: EXPERT 2xKick
Time: 328800, added: EXPERT 2xKick
Time: 329120, added: EXPERT 2xKick
Time: 329440, added: EXPERT 2xKick
Time: 329760, added: EXPERT 2xKick
Time: 330080, added: EXPERT 2xKick
Time: 330400, added: EXPERT 2xKick
Time: 330720, added: EXPERT 2xKick
Time: 331040, added: EXPERT 2xKick
Time: 331360, added: EXPERT 2xKick
Text differences found in track 'PART DRUMS':
Time: 346559, Text event changed from '[no event]' to '[idle_realtime]'
Time: 346560, Text event changed from '[idle_realtime]' to '[no event]'
